HHID;HV201;HV202;HV201A;HV201B;HV204;HV205;HV206;HV207;HV208;HV209;HV210;HV211;HV212;HV213;HV214;HV215;HV216;HV217;HV218;HV219;HV220;HV221;HV222;HV223;HV225;HV226;HV227;HV228;HV230A;HV230B;HV232;HV232B;HV232C;HV232D;HV232E;HV232Y;HV234;HV234A;HV235;HV236A;HV237;HV237A;HV237B;HV237C;HV237D;HV237E;HV237F;HV237G;HV237H;HV237I;HV237J;HV237K;HV237X;HV237Z;HV238;HV238A;HV239;HV240;HV241;HV242;HV243A;HV243B;HV243C;HV243D;HV243E;HV244;HV245;HV246;HV246A;HV246B;HV246C;HV246D;HV246E;HV246F;HV246G;HV246H;HV246I;HV246J;HV246K;HV247;HV252;HV253;HV253A;HV253B;HV253C;HV253D;HV253E;HV253F;HV253G;HV253H;HV253X;HV253Z;HV255;HV256;HV257;HV259;HV260;HV261;HV262;HV263;HV270;HV271;HV270A;HV271A;HML1;HML1A;HML2
      43  44;31;  ; ;0; 30;23;0;1;0;0;1;0;0;11;33;12; 4;2; 1;1;57;0; 9; 6;0;11;0;3;2;1;1;0; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;0;2;  -81422;3;  -43491; 0;0; 0
      43  49;32;  ; ;0;600;23;0;0;0;0;0;0;0;11;32;31; 2;2; 1;2;45;0; 9; 6;0;11;0; ;5; ; ; ; ; ; ; ;   ;3;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 3; 0;98; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -71314;4;  -27823; 0;0; 0
      43  53;31;  ; ;1;120;23;0;0;0;0;1;0;0;11;33;12; 2;4; 1;1;35;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 5; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;0;1;  -99709;1;  -71836; 0;0; 0
      43  55;32;  ; ;1;998;23;0;0;0;0;0;0;0;11;32;11; 1;4; 1;1;32;0; 9; 6;1;11;0;3;5; ; ; ; ; ; ; ;   ;3;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 3;2; ; ;3; ;0;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;2;  -93674;2;  -62481; 0;0; 0
      43  58;31;  ; ;1;120;23;0;0;0;0;0;0;0;11;22;12; 1;2; 1;2;55;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;1;  -95266;2;  -64949; 0;0; 0
      43  60;32;  ; ;1;120;23;0;0;0;0;1;0;0;33;32;31; 3;2; 1;1;55;0; 9; 6;0;11;0; ;3; ; ; ; ; ; ; ;   ;0;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 10;1; 0; 0; 0;11; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11;95;0;3;  -63898;4;  -16329; 0;0; 0
      44   3;32;  ; ;1; 45;23;0;1;0;0;1;0;0;12;32;31; 2;4; 1;1;75;0; 9; 6;0;11;0;3;1;1;0;0; ; ; ;1;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;1;0;0;0;1; 30;1; 0; 0; 0; 0; 2; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;3;  -55169;4;   -2799; 0;0; 0
      44  10;43;  ; ;1;120;31;0;0;0;0;0;0;0;11;33;22; 2;4; 1;1;41;0; 9; 6; ;11;1;1;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;0;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 2;0;1; -106620;1;  -82549; 1;1; 1
      44  16;42;  ; ;0;180;31;0;0;0;0;1;0;0;12;33;12; 1;1; 1;1;27;0; 9; 6; ;11;0; ;1;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 3;0;2;  -91119;2;  -58521; 0;0; 0
      44  28;32;  ; ;1;180;23;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;28;0; 9; 6;0;11;0;3;1;1;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;3; ; ;3; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;1;  -96610;2;  -67033; 0;0; 0
      44  34;32;  ; ;1;120;23;0;0;0;0;1;0;0;11;33;22; 3;4; 1;1;54;0; 9; 6;0;11;1;1;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;0;0;0;0;0;1; 15;1; 0; 0; 0; 0; 0; 5; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 9;0;1; -101555;1;  -74697; 2;2; 1
      44  40;32;  ; ;0; 60;23;0;0;0;0;1;0;0;12;32;12; 2;2; 1;1;35;0; 9; 6;0;11;1;1;1;1;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1;150;1; 0; 0; 0; 0; 0; 5; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;2;  -88997;3;  -55233; 4;4; 1
      44  46;32;  ; ;1;120;23;0;0;0;0;1;0;0;12;12;12; 1;2; 1;1;30;0; 9; 6;0;11;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1;  4;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;2;  -86655;3;  -51602; 1;1; 0
      44  52;43;  ; ;1;180;23;0;0;0;0;1;0;0;11;33;12; 1;2; 1;2;35;0; 9; 6;0;11;0;3;5; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;1; -100458;1;  -72997; 0;0; 0
      44  58;32;  ; ;1; 90;31;0;0;0;0;1;0;0;11;33;22; 2;2; 1;2;28;0; 9; 6; ;11;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;1;0;0;0;0;0;1;0; ; ; ; ;0;0;  ; ; ; ;1;1;0;0;0;0;0;1; 15;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 4;0;1; -103640;1;  -77929; 2;2; 0
      44  65;43;  ; ;0;120;31;0;0;0;0;0;0;0;11;33;12; 3;4; 1;1;45;0; 9; 6; ;11;0;3;5; ; ; ; ; ; ; ;   ;3;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 15;1; 0; 0; 0; 0; 0;10; 0;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 9;0;1; -104474;1;  -79222; 0;0; 0
      44  71;43;  ; ;0;120;23;0;0;0;0;1;0;0;11;32;12; 2;2; 1;2;35;0; 9; 6;0;11;0;3;5; ; ; ; ; ; ; ;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 0; 0;21; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;2;  -87890;3;  -53517; 0;0; 0
      44  77;43;  ; ;0;180;31;0;0;0;0;0;0;0;11;33;12; 1;1; 1;2;20;0; 9; 6; ;11;0;3;5; ; ; ; ; ; ; ;   ;3;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 2;0;1; -101954;1;  -75316; 0;0; 0
      44  83;32;  ; ;0; 90;23;0;1;0;0;1;1;0;11;32;22; 2;4; 1;1;27;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;0;2;  -87894;3;  -53522; 0;0; 0
      44  95;21;  ; ;1; 30;31;0;0;0;0;1;0;0;12;33;12; 2;4; 1;1;57;0; 9; 6; ;11;1;1;1;1;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;2; ;0;0;0;0;0;1; 30;1; 0; 0; 0; 5; 0; 3; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 3;0;1;  -97130;2;  -67839; 3;3; 1
      44 101;21;  ; ;0;180;23;0;0;0;0;1;0;0;33;32;31; 3;4; 1;1;37;0; 9; 6;0;11;0;3;5; ; ; ; ; ; ; ;   ;3;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 30;1; 0; 0; 0; 2; 0; 3; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -55169;4;   -2799; 0;0; 0
      44 107;14;  ; ;0;120;23;0;0;0;0;1;0;0;12;33;12; 1;2; 1;1;44;0; 9; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 9;0;2;  -94437;2;  -63665; 0;0; 0
      44 113;14;  ; ;0;120;23;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;43;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 0; 2;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 9;0;1;  -96046;2;  -66159; 0;0; 0
      44 126;14;  ; ;0;120;23;0;1;0;0;1;0;0;11;33;12; 2;2; 1;1;20;0; 9; 6;0;11;0;3;2;1;1;0; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 3;1;2;  -93067;2;  -61542; 0;0; 0
      44 132;14;  ; ;0; 40;23;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;26;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0; 5; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;1;2;  -89304;3;  -55708; 0;0; 0
      44 138;21;  ; ;0; 10;23;0;1;0;0;0;0;0;12;32;12; 1;2; 1;1;69;0; 9; 6;0;11;0; ;1;1;0;0; ; ; ;1;   ;1;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;1;1;0;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;3;  -69999;4;  -25785; 0;0; 0
      44 144;14;  ; ;0; 10;23;1;0;0;0;0;0;0;11;21;12; 1;1; 1;1;30;0; 9; 5;0;10;1; ;3; ; ; ; ; ; ; ;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;1;4;  -24643;5;   44516; 1;1; 0
      44 150;14;  ; ;0; 40;31;0;0;0;0;0;0;0;12;33;12; 1;4; 1;2;50;0; 9; 6; ;11;0;3;3; ; ; ; ; ; ; ;   ;3;3; 7;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 9;0;1;  -97511;1;  -68430; 0;0; 0
      44 156;14;  ; ;0; 40;23;0;0;0;0;0;0;0;11;33;12; 1;1; 1;1;66;0; 9; 6;1;11;0; ;3; ; ; ; ; ; ; ;   ;0;3; 0;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;3; ; ;3; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 4;0;1;  -95186;2;  -64826; 0;0; 0
      45   1;32;  ; ;0; 60;31;0;0;0;0;1;0;0;11;21;22; 4;5; 1;1;45;0; 9; 6; ;11;1;1;2;0;0;0; ; ; ;1;   ;1;3; 6;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 30;1; 0; 0; 0; 0; 0; 5; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 4;0;1; -101544;1;  -74681; 1;1; 2
      45   4;43;  ; ;1;120;23;0;0;0;0;1;0;0;11;33;12; 2;2; 1;2;39;0; 9; 6;1;11;0; ;5; ; ; ; ; ; ; ;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 3;2; ; ;3; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 3; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;1;  -96426;2;  -66748; 0;0; 0
      45  10;32;  ; ;0;996;23;0;0;0;0;1;0;0;11;33;12; 2;2; 1;2;30;0; 9; 6;0;11;0;3;5; ; ; ; ; ; ; ;   ;1;2;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;1;998;1; 0; 0; 0; 0; 0; 0; 2;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;95;0;1;  -99239;1;  -71109; 0;0; 0
      45  13;32;  ; ;0; 30;23;0;0;0;0;1;0;0;11;33;22; 2;2; 1;1;29;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 20;1; 0; 0; 0; 0; 0;15; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;0;1;  -98123;1;  -69378; 0;0; 0
      45  16;43;  ; ;1;998;23;0;0;0;0;1;0;0;11;32;31; 2;4; 1;1;60;0; 9; 6;1;11;1;0;5; ; ; ; ; ; ; ;   ;1;3; 4;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;3; ;0;0;0;0;0;1;998;1; 0; 0; 0; 0; 0;98; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95;14;0;3;  -74062;4;  -32084; 2;2; 0
      45  19;32;  ; ;0; 10;23;0;0;0;0;1;0;0;12;33;22; 2;2; 1;2;44;0; 9; 6;0;11;1; ;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 15;1; 0; 0; 0; 0; 0;24; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;1;2;  -93423;2;  -62093; 2;2; 0
      45  24;43;  ; ;1; 60;31;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;21;0; 9; 6; ;11;1;1;5; ; ; ; ; ; ; ;   ;3;3; 2;1;0;0;1;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;0;0;0;0;1; 10;1; 0; 0; 0; 0; 0;10; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 3;0;1;  -98337;1;  -69709; 2;2; 1
      45  27;32;  ; ;1; 10;31;0;0;0;0;1;0;0;12;32;12; 1;2; 1;2;70;0; 9; 6; ;11;0; ;2;1;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95;10;0;1;  -95207;2;  -64858; 0;0; 0
      45  30;42;  ; ;0; 15;23;0;0;0;0;1;1;0;11;32;31; 3;4; 1;2;37;0; 9; 6;0;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 70;1; 0; 0; 0; 0; 0;10; 4;  ;  ;  ;  ;0;2; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;0;3;  -68066;4;  -22790; 0;0; 0
      45  42;32;  ; ;0; 30;23;0;0;0;0;1;0;0;12;33;12; 1;2; 1;1;24;0; 9; 6;0;11;1;0;2;1;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;1;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;2;  -81864;3;  -44177; 2;2; 0
      45  48;32;  ; ;1; 30;23;0;0;0;0;1;0;0;11;32;22; 2;2; 1;1;22;0; 9; 6;0;11;0; ;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;0;2;  -92842;2;  -61192; 0;0; 0
      45  53;32;  ; ;1; 20;23;0;1;0;0;1;1;0;11;33;22; 2;2; 1;1;37;0; 9; 6;0;11;1;2;1;1;1;0; ; ; ;0;   ;1;3; 1;1;0;0;1;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 30;1; 0; 0; 0; 0; 0; 1; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 3;0;3;  -76748;4;  -36247; 2;2; 1
      45  59;32;  ; ;1; 60;23;0;0;0;0;1;1;0;11;33;12; 1;2; 1;1;39;0; 9; 6;0;11;0;3;2;1;1;0; ; ; ;0;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;0;0;0;0;0;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;0;1; -109508;1;  -87025; 0;0; 0
      45  62;31;  ; ;0; 30;23;0;1;0;0;1;1;0;11;33;12; 1;2; 1;1;41;0; 9; 6;0;11;1;2;2;1;1;0; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;1;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 2;0;2;  -81011;3;  -42854; 1;1; 1
      45  65;32;  ; ;0; 60;23;0;0;0;0;1;1;0;11;33;12; 3;2; 1;1;32;0; 8; 6;0;11;0;3;3; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;0;0;0;0;1; 30;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 2;0;3;  -78181;3;  -38468; 0;0; 0
      45  68;32;  ; ;1; 60;23;0;1;0;0;0;1;0;11;33;12; 1;4; 1;1;44;0; 9; 6;1;11;0;3;2;0;0;0; ; ; ;1;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0; 2;2; ; ;2; ;1;0;0;0;0;1;998;1; 0; 0; 0; 0; 0;98; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 2;0;1;  -96548;2;  -66937; 0;0; 0
      45  71;32;  ; ;1; 30;31;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;75;0; 9; 6; ;11;0; ;3; ; ; ; ; ; ; ;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;1;1;0;0;0;1; 10;1; 0; 0; 0; 8; 0;20; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95; ;95; 9;0;2;  -86146;3;  -50814; 0;0; 0
      45  74;43;  ; ;0; 30;31;0;0;0;0;1;0;0;11;33;12; 1;2; 1;1;35;0; 9; 6; ;11;0;3;2;0;0;0; ; ; ;1;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ; ; ; ;3; ;0;0;0;0;0;1;998;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ;11; 2;0;1; -111715;1;  -90445; 0;0; 0
      46   1;21;  ; ;0; 15;23;1;1;1;1;1;0;0;33;33;22; 3;1; 1;2;37;0; 8; 5;0;10;1;1;1;1;1;1; ; ; ;0;   ;1;3; 3;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;3; ;1;1;0;0;1;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 1;1;5;  118048;5;  265689; 3;3; 1
      46   8;14;  ; ;0; 20;21;1;1;1;1;1;1;0;33;32;12; 1;2; 1;1;33;0; 8; 5;0;10;0;3;2;1;1;0; ; ; ;0;   ;1;3; 4;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;1;3; ;1;1;0;0;1;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;10; 1;1;5;  123727;5;  274492; 0;0; 0
      46  10;12;  ; ;0;996;52;1;1;1;1;1;0;1;33;31;31; 6;4; 1;1;53;0; 1;  ;0; 1;1; ;1;1;1;1; ; ; ;0;   ;1; ;  ;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;1; ; ;1;1;1;1;0;0;1;0;   ;1; 0; 0; 0; 1; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  206993;5;  403554; 6;6; 0
      46  12;14;  ; ;0; 20;21;1;0;0;1;0;1;0;33;32;12; 2;4; 1;1;27;0; 8; 5;0;10;1;1;2;1;1;0; ; ; ;0;   ;0;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;1;3; ;1;1;0;0;1;0;   ;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;  116459;5;  263227; 2;2; 1
      46  15;21;  ; ;0; 25;23;0;0;0;0;0;0;0;11;32;31; 2;2; 1;1;57;0; 9; 6;0;11;0; ;1;1;1;1; ; ; ;0;   ;1;3; 2;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;3; ;1;0;0;0;0;1; 20;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;0;1; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 4;0;3;  -77669;3;  -37674; 0;0; 0
      46  19;31;  ; ;0; 15;21;1;0;1;1;1;0;0;33;32;31; 4;4; 1;2;28;0; 9; 6;0;11;1;1;1;1;1;1; ; ; ;0;   ;1;3; 6;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ; ;2; ;1;0;0;0;0;1;  5;1; 0; 0; 0; 0; 0; 1; 0;  ;  ;  ;  ;0;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ; 6; ;11; 1;1;4;   49996;5;  160208; 1;1; 1
      46  21;14;  ; ;0; 20;21;1;1;1;1;0;0;0;33;32;31; 3;2; 1;2;48;0; 8; 5;0;10;0; ;2;1;1;0; ; ; ;0;   ;0;3; 1;0;0;0;0;0;0;0;0; ; ; ; ;0;0;  ;2; ;0;2; ;1;0;0;0;0;1; 10;0; 0; 0; 0; 0; 0; 0; 0;  ;  ;  ;  ;1;0; ; ; ; ; ; ; ; ; ; ; ;0; ; ;95; ;95; 1;1;5;   93405;5;  227493; 0;0; 0
