HHID;HV000;HV001;HV002;HV003;HV004;HV005;HV006;HV007;HV008;HV008A;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV016;HV017;HV018;HV019;HV020;HV021;HV022;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV035;HV040;HV041;HV042;HV044;HV045A;HV045B;HV045C;HV046;HV047;HV048;HV801;HV802;HV803;HV804;HV807D;HV807M;HV807Y;HV807C;HV807A
       4  20;MZ8;     4;    20;  3;   4;  729728; 8;2022;1472;44788; 4; 1; 0; 4; 3; 0;1;15;1;  104;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 0;0;0;  2;  2;  7;0;    1;     ; 814; 851;37; ;  ;  ;    ;    ;     
       4  25;MZ8;     4;    25;  3;   4;  729728; 8;2022;1472;44787;10; 1; 0;10; 9; 1;1;14;1;  101;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1332;1423;51; ;  ;  ;    ;    ;     
       4  31;MZ8;     4;    31;  1;   4;  729728; 8;2022;1472;44787; 2; 1; 0; 2; 1; 0;1;14;1;  104;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 1;1;0;  2;  2; 11;0;    1;     ;1229;1307;38;1;14; 8;2022;1472;44787
       4  36;MZ8;     4;    36;  4;   4;  729728; 8;2022;1472;44790; 8; 1; 0; 8; 8; 1;1;17;1;  102;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ; 744; 828;44; ;  ;  ;    ;    ;     
       4  41;MZ8;     4;    41;  1;   4;  729728; 8;2022;1472;44787; 9; 1; 2; 9; 6; 2;1;14;1;  102;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 2;1347; 2;1;1;  2;  2;  2;0;    1;     ;1458;1547;49;3;17; 8;2022;1472;44790
       4  47;MZ8;     4;    47;  3;   4;  729728; 8;2022;1472;44788; 9; 4; 0; 9; 9; 1;1;15;1;  101;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1347; 4;1;1;  2;  2;  2;0;    1;     ; 839; 925;46;1;15; 8;2022;1472;44788
       4  52;MZ8;     4;    52;  2;   4;  729728; 8;2022;1472;44788; 4; 1; 1; 4; 4; 0;1;15;1;  101;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 1;1;1;  2;  2;  2;0;    1;     ;1306;1324;18;1;15; 8;2022;1472;44788
       4  57;MZ8;     4;    57;  1;   4;  729728; 8;2022;1472;44790; 4; 1; 0; 4; 4; 2;1;17;1;  101;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ; 756; 812;16; ;  ;  ;    ;    ;     
       4  62;MZ8;     4;    62;  4;   4;  729728; 8;2022;1472;44787; 7; 2; 3; 7; 7; 0;1;14;1;  104;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  1;0;    1;     ;1408;1506;58; ;  ;  ;    ;    ;     
       4  68;MZ8;     4;    68;  2;   4;  729728; 8;2022;1472;44787; 6; 1; 0; 5; 6; 1;1;14;1;  102;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1347; 1;1;1;  2;  2;  2;0;    1;     ;1154;1228;34;1;14; 8;2022;1472;44787
       4  73;MZ8;     4;    73;  0;   4;       0; 8;2022;1472;44790; 0; 0; 0; 0; 0; 0;2;17;1;  104;   ;0;   4;   1;   1; 1;1; ;1;       0;  100;     ;   ; 0;1347; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       4  78;MZ8;     4;    78;  2;   4;  729728; 8;2022;1472;44788; 4; 1; 0; 4; 4; 2;1;15;1;  102;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1253;1320;27; ;  ;  ;    ;    ;     
       4  83;MZ8;     4;    83;  1;   4;  729728; 8;2022;1472;44788; 6; 1; 2; 6; 6; 1;1;15;1;  102;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1338;1408;30; ;  ;  ;    ;    ;     
       4  89;MZ8;     4;    89;  2;   4;  729728; 8;2022;1472;44788; 5; 1; 0; 5; 5; 1;1;15;1;  102;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1347; 1;1;1;  2;  2;  2;0;    1;     ; 814; 841;27;1;15; 8;2022;1472;44788
       4  94;MZ8;     4;    94;  1;   4;  729728; 8;2022;1472;44788;10; 3; 2;10;10; 3;1;15;1;  103;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 3;1347; 3;1;1;  2;  2;  2;0;    1;     ;1428;1448;20;1;16; 8;2022;1472;44789
       4  99;MZ8;     4;    99;  0;   4;       0; 8;2022;1472;44790; 0; 0; 0; 0; 0; 0;3;17;1;  103;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       4 105;MZ8;     4;   105;  1;   4;  729728; 8;2022;1472;44789; 2; 1; 0; 2; 2; 0;1;16;1;  102;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 0;0;0;  2;  2;  2;0;    1;     ; 920; 937;17; ;  ;  ;    ;    ;     
       4 110;MZ8;     4;   110;  1;   4;  729728; 8;2022;1472;44787; 4; 1; 0; 4; 4; 1;1;14;1;  103;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1223;1246;23; ;  ;  ;    ;    ;     
       4 115;MZ8;     4;   115;  0;   4;       0; 8;2022;1472;44790; 0; 0; 0; 0; 0; 0;6;17;2;  103;   ;0;   4;   1;   1; 1;1; ;1;       0;  100;     ;   ; 0;1347; 0;0;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       4 120;MZ8;     4;   120;  1;   4;  729728; 8;2022;1472;44788; 6; 1; 0; 6; 6; 2;1;15;1;  103;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1347; 1;1;1;  2;  2;  2;0;    1;     ; 941;1000;19;1;15; 8;2022;1472;44788
       4 126;MZ8;     4;   126;  1;   4;  729728; 8;2022;1472;44787; 6; 1; 1; 6; 6; 1;1;14;1;  103;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1408;1425;17; ;  ;  ;    ;    ;     
       4 131;MZ8;     4;   131;  2;   4;  729728; 8;2022;1472;44789; 4; 1; 0; 4; 4; 2;1;16;1;  103;   ;0;   4;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1447;1503;16; ;  ;  ;    ;    ;     
       4 136;MZ8;     4;   136;  1;   4;  729728; 8;2022;1472;44788; 4; 1; 2; 4; 4; 0;1;15;2;  102;   ;0;   4;   1;   1; 1;1; ;1;  731348;  100;     ;   ; 0;1347; 0;0;1;  2;  2;  2;0;    1;     ;1549;1612;96; ;  ;  ;    ;    ;     
       5   3;MZ8;     5;     3;  2;   5; 1130092; 8;2022;1472;44784; 6; 1; 0; 6; 5; 1;1;11;1;  102;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;0;  2;  2;  2;0;    1;     ;1055;1115;20; ;  ;  ;    ;    ;     
       5   9;MZ8;     5;     9;  1;   5; 1130092; 8;2022;1472;44784;11; 3; 0;11;11; 2;1;11;1;  102;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ;1212;1316;64; ;  ;  ;    ;    ;     
       5  15;MZ8;     5;    15;  1;   5; 1130092; 8;2022;1472;44786; 5; 1; 1; 5; 5; 1;1;13;1;  102;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ; 839; 910;31; ;  ;  ;    ;    ;     
       5  21;MZ8;     5;    21;  1;   5; 1130092; 8;2022;1472;44785; 4; 0; 0; 4; 3; 0;1;12;1;  102;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;0;  2;  2;  2;0;    1;     ; 739; 818;39; ;  ;  ;    ;    ;     
       5  27;MZ8;     5;    27;  2;   5; 1130092; 8;2022;1472;44783; 6; 1; 1; 6; 6; 1;1;10;1;  102;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 1;1367; 1;1;1;  2;  2;  2;0;    1;     ; 920; 952;32;1;10; 8;2022;1472;44783
       5  32;MZ8;     5;    32;  1;   5; 1130092; 8;2022;1472;44783; 8; 2; 0; 8; 8; 0;1;10;1;  102;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 2;1;1;  2;  2;  2;0;    1;     ;1235;1315;40;1;11; 8;2022;1472;44784
       5  38;MZ8;     5;    38;  1;   5; 1130092; 8;2022;1472;44784; 6; 0; 1; 6; 5; 2;1;11;1;  102;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 2;1367; 1;1;1;  2;  2;  2;0;    1;     ; 950;1018;28;1;12; 8;2022;1472;44785
       5  44;MZ8;     5;    44;  1;   5; 1130092; 8;2022;1472;44783; 4; 1; 0; 4; 4; 0;1;10;1;  101;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 1;1;1;  2;  2;  2;0;    1;     ; 927; 955;28;3;13; 8;2022;1472;44786
       5  50;MZ8;     5;    50;  1;   5; 1130092; 8;2022;1472;44783; 5; 0; 4; 5; 5; 0;1;10;1;  101;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ;1028;1056;28; ;  ;  ;    ;    ;     
       5  56;MZ8;     5;    56;  2;   5; 1130092; 8;2022;1472;44783; 9; 3; 0; 9; 9; 3;1;10;1;  103;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ; 929; 956;27; ;  ;  ;    ;    ;     
       5  61;MZ8;     5;    61;  1;   5; 1130092; 8;2022;1472;44783; 7; 0; 1; 7; 6; 0;1;10;1;  101;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;1;1;  2;  2;  2;0;    1;     ;1138;1205;27; ;  ;  ;    ;    ;     
       5  67;MZ8;     5;    67;  1;   5; 1130092; 8;2022;1472;44784; 4; 1; 0; 4; 4; 0;1;11;1;  101;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ;1213;1238;25; ;  ;  ;    ;    ;     
       5  73;MZ8;     5;    73;  1;   5; 1130092; 8;2022;1472;44784; 8; 1; 0; 8; 8; 2;1;11;1;  101;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;0;  2;  2;  2;0;    1;     ;1127;1155;28; ;  ;  ;    ;    ;     
       5  79;MZ8;     5;    79;  1;   5; 1130092; 8;2022;1472;44784; 3; 1; 0; 3; 3; 1;1;11;1;  101;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1367; 1;1;1;  2;  2;  2;0;    1;     ; 822; 839;17;1;11; 8;2022;1472;44784
       5  85;MZ8;     5;    85;  2;   5; 1130092; 8;2022;1472;44783;11; 2; 1;11; 9; 3;1;10;1;  103;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 2;1367; 3;1;0;  2;  2;  2;0;    1;     ;1252;1316;24;3;13; 8;2022;1472;44786
       5  91;MZ8;     5;    91;  1;   5; 1130092; 8;2022;1472;44783; 6; 1; 0; 6; 6; 0;1;10;1;  103;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ;1205;1225;20; ;  ;  ;    ;    ;     
       5  96;MZ8;     5;    96;  1;   5; 1130092; 8;2022;1472;44783; 5; 0; 0; 5; 5; 0;1;10;1;  103;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;1;0;  2;  2;  2;0;    1;     ;1514;1526;12; ;  ;  ;    ;    ;     
       5 102;MZ8;     5;   102;  2;   5; 1130092; 8;2022;1472;44784; 7; 1; 0; 7; 7; 1;1;11;1;  103;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ;1231;1255;24; ;  ;  ;    ;    ;     
       5 108;MZ8;     5;   108;  1;   5; 1130092; 8;2022;1472;44784; 8; 2; 2; 8; 8; 2;1;11;1;  103;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 2;1367; 2;1;1;  2;  2;  2;0;    1;     ; 853; 921;28;1;12; 8;2022;1472;44785
       5 114;MZ8;     5;   114;  2;   5; 1130092; 8;2022;1472;44785;11; 3; 0;11;11; 3;1;12;1;  103;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  2;0;    1;     ; 909; 935;26; ;  ;  ;    ;    ;     
       5 120;MZ8;     5;   120;  1;   5; 1130092; 8;2022;1472;44783; 3; 1; 1; 3; 3; 1;1;10;1;  104;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;1;  2;  2; 11;0;    1;     ; 928;1004;36; ;  ;  ;    ;    ;     
       5 125;MZ8;     5;   125;  2;   5; 1130092; 8;2022;1472;44784;12; 2; 0;12; 8; 1;1;11;1;  104;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1367; 4;1;1;  2; 11; 11;0;    1;     ;1212;1335;83;1;12; 8;2022;1472;44785
       5 131;MZ8;     5;   131;  2;   5; 1130092; 8;2022;1472;44783;11; 3; 2;11;11; 2;1;10;1;  104;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;1;  2; 11; 11;0;    1;     ;1435;1522;47; ;  ;  ;    ;    ;     
       5 137;MZ8;     5;   137;  2;   5; 1130092; 8;2022;1472;44783; 4; 1; 0; 4; 4; 0;1;10;1;  104;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 1;1;1;  2; 11; 11;0;    1;     ;1205;1300;55;1;10; 8;2022;1472;44783
       5 143;MZ8;     5;   143;  5;   5; 1130092; 8;2022;1472;44785; 9; 4; 1; 9; 9; 0;1;12;1;  104;   ;0;   5;   1;   1; 1;1; ;1; 1132600;  100;     ;   ; 0;1367; 0;0;1;  2;  2;  1;0;    1;     ;1101;1212;71; ;  ;  ;    ;    ;     
       5 149;MZ8;     5;   149;  1;   5; 1130092; 8;2022;1472;44784; 1; 0; 0; 1; 1; 0;1;11;1;  104;   ;0;   5;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1367; 0;1;0;  2;  2;  1;0;    1;     ;1527;1543;16; ;  ;  ;    ;    ;     
       6   2;MZ8;     6;     2;  2;   6;  688533;12;2022;1476;44917; 7; 2; 0; 7; 6; 3;1;22;1;  103;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 3;1390; 3;1;1;  2; 11; 11;0;    1;     ;1133;1159;26;3;22;12;2022;1476;44917
       6   6;MZ8;     6;     6;  0;   6;       0;12;2022;1476;44921; 0; 0; 0; 0; 0; 0;3;26;1;  103;   ;0;   6;   1;   1; 1;1; ;1;       0;  100;     ;   ; 0;1390; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       6   9;MZ8;     6;     9;  1;   6;  688533;12;2022;1476;44917; 9; 0; 0; 9; 2; 0;1;22;1;  103;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 3;1;0;  2; 11; 11;0;    1;     ;1249;1314;25;3;22;12;2022;1476;44917
       6  13;MZ8;     6;    13;  1;   6;  688533;12;2022;1476;44918;11; 2; 1;11;10; 3;1;23;4;  103;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 0;1390; 0;0;1;  2; 11; 11;0;    1;     ; 933; 946;96; ;  ;  ;    ;    ;     
       6  17;MZ8;     6;    17;  1;   6;  688533;12;2022;1476;44917; 7; 1; 0; 7; 6; 1;1;22;1;  103;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;1;  2;  2; 11;0;    1;     ;1327;1350;23; ;  ;  ;    ;    ;     
       6  20;MZ8;     6;    20;  0;   6;       0;12;2022;1476;44921; 0; 0; 0; 0; 0; 0;3;26;1;  103;   ;0;   6;   1;   1; 1;1; ;1;       0;  100;     ;   ; 0;1390; 0;0;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       6  24;MZ8;     6;    24;  1;   6;  688533;12;2022;1476;44917;11; 3; 0;11;11; 2;1;22;1;  103;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;1;  2;  2; 11;0;    1;     ;1039;1117;38; ;  ;  ;    ;    ;     
       6  27;MZ8;     6;    27;  2;   6;  688533;12;2022;1476;44917; 6; 1; 0; 6; 5; 2;1;22;1;  104;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 2;1390; 1;1;0;  2; 11; 11;0;    1;     ;1223;1246;23;1;23;12;2022;1476;44918
       6  31;MZ8;     6;    31;  1;   6;  688533;12;2022;1476;44917; 4; 1; 0; 4; 4; 2;1;22;2;  102;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;1;  2;  2;  2;0;    1;     ;2258;2326;96; ;  ;  ;    ;    ;     
       6  34;MZ8;     6;    34;  2;   6;  688533; 7;2022;1471;44747; 8; 1; 0; 8; 5; 3;1; 5;1;  102;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 2;1390; 1;1;0;  2;  2;  2;0;    1;     ;  54; 126;32;1;22;12;2022;1476;44917
       6  38;MZ8;     6;    38;  1;   6;  688533; 7;2022;1471;44747; 4; 0; 0; 4; 1; 1;1; 5;2;  102;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;0;  2;  2;  2;0;    1;     ;  27;  51;96; ;  ;  ;    ;    ;     
       6  41;MZ8;     6;    41;  1;   6;  688533;12;2022;1476;44917; 4; 1; 0; 4; 2; 2;1;22;2;  104;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 1;1390; 1;1;0;  2; 11; 11;0;    1;     ;1347;1359;96;1;22;12;2022;1476;44917
       6  45;MZ8;     6;    45;  0;   6;       0;12;2022;1476;44921; 0; 0; 0; 0; 0; 0;6;26;1;  102;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       6  48;MZ8;     6;    48;  0;   6;       0;12;2022;1476;44921; 0; 0; 0; 0; 0; 0;3;26;1;  102;   ;0;   6;   1;   1; 1;1; ;1;       0;  100;     ;   ; 0;1390; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       6  52;MZ8;     6;    52;  1;   6;  688533;12;2022;1476;44921; 6; 1; 0; 6; 5; 3;1;26;1;  102;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;1;  2;  2;  2;0;    1;     ;1546;1626;40; ;  ;  ;    ;    ;     
       6  55;MZ8;     6;    55;  1;   6;  688533;12;2022;1476;44917; 5; 1; 2; 5; 5; 0;1;22;1;  104;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 0;1390; 0;0;1;  2; 11; 11;0;    1;     ;1551;1612;21; ;  ;  ;    ;    ;     
       6  59;MZ8;     6;    59;  1;   6;  688533;12;2022;1476;44917; 7; 2; 0; 7; 7; 1;1;22;1;  101;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1390; 2;1;1;  2; 11; 11;0;    1;     ;1422;1446;24;1;22;12;2022;1476;44917
       6  63;MZ8;     6;    63;  2;   6;  688533;12;2022;1476;44918; 6; 2; 1; 6; 6; 3;1;23;1;  104;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 0;1390; 0;0;1;  2; 11; 11;0;    1;     ;1105;1123;18; ;  ;  ;    ;    ;     
       6  66;MZ8;     6;    66;  0;   6;       0;12;2022;1476;44921; 0; 0; 0; 0; 0; 0;3;26;1;  101;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       6  70;MZ8;     6;    70;  1;   6;  688533;12;2022;1476;44917; 3; 1; 0; 3; 3; 1;1;22;1;  104;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 1;1390; 1;1;0;  2; 11; 11;0;    1;     ;1141;1158;17;1;22;12;2022;1476;44917
       6  73;MZ8;     6;    73;  2;   6;  688533;12;2022;1476;44918; 6; 1; 0; 6; 6; 0;1;23;1;  102;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;1;  2;  2;  2;0;    1;     ;1226;1301;35; ;  ;  ;    ;    ;     
       6  77;MZ8;     6;    77;  1;   6;  688533;12;2022;1476;44917; 1; 0; 0; 1; 0; 0;1;22;1;  101;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 0;1390; 0;0;0;  2;  2;  2;0;    1;     ;1359;1405; 6; ;  ;  ;    ;    ;     
       6  80;MZ8;     6;    80;  0;   6;       0;12;2022;1476;44921; 0; 0; 0; 0; 0; 0;3;26;1;  101;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       6  84;MZ8;     6;    84;  1;   6;  688533;12;2022;1476;44917; 3; 1; 1; 3; 3; 1;1;22;1;  101;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 0;1390; 0;0;1;  2; 11; 11;0;    1;     ;1149;1159;10; ;  ;  ;    ;    ;     
       6  87;MZ8;     6;    87;  2;   6;  688533;12;2022;1476;44917; 6; 1; 0; 6; 6; 2;1;22;1;  101;   ;0;   6;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1390; 0;0;1;  2;  2;  2;0;    1;     ;1238;1259;21; ;  ;  ;    ;    ;     
       6  91;MZ8;     6;    91;  1;   6;  688533;12;2022;1476;44917; 2; 0; 0; 2; 2; 0;1;22;1;  101;   ;0;   6;   1;   1; 1;1; ;1;  690061;  100;     ;   ; 0;1390; 0;0;0;  2; 11; 11;0;    1;     ;1118;1135;17; ;  ;  ;    ;    ;     
       7   1;MZ8;     7;     1;  0;   7;       0;12;2022;1476;44917; 0; 0; 0; 0; 0; 0;3;22;1;  101;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1391; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       7   5;MZ8;     7;     5;  2;   7;  752488;12;2022;1476;44914; 7; 1; 1; 7; 7; 1;1;19;1;  104;   ;0;   7;   1;   1; 1;1; ;1;  754158;  100;     ;   ; 0;1391; 0;0;1;  2; 11; 11;0;    1;     ;1317;1338;21; ;  ;  ;    ;    ;     
       7   8;MZ8;     7;     8;  0;   7;       0;12;2022;1476;44917; 0; 0; 0; 0; 0; 0;3;22;1;  101;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1391; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       7  11;MZ8;     7;    11;  3;   7;  752488;12;2022;1476;44914;10; 2; 0;10; 3; 3;1;19;2;  104;   ;0;   7;   1;   1; 1;1; ;1;  754158;  100;     ;   ; 2;1391; 4;1;0;  2; 11; 11;0;    1;     ;1504;1532;96;1;21;12;2022;1476;44916
       7  14;MZ8;     7;    14;  0;   7;       0;12;2022;1476;44917; 0; 0; 0; 0; 0; 0;3;22;1;  101;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1391; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       7  18;MZ8;     7;    18;  1;   7;  752488;12;2022;1476;44915; 7; 1; 0; 7; 1; 0;1;20;1;  104;   ;0;   7;   1;   1; 1;1; ;1;  754158;  100;     ;   ; 0;1391; 0;0;0;  2; 11; 11;0;    1;     ;1406;1425;19; ;  ;  ;    ;    ;     
       7  21;MZ8;     7;    21;  0;   7;       0;12;2022;1476;44916; 0; 0; 0; 0; 0; 0;3;21;1;  102;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1391; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       7  24;MZ8;     7;    24;  0;   7;       0;12;2022;1476;44917; 0; 0; 0; 0; 0; 0;6;22;1;  104;   ;0;   7;   1;   1; 1;1; ;1;       0;  100;     ;   ; 0;1391; 0;1;0;   ;   ;   ; ;    1;     ;    ;    ;  ; ;  ;  ;    ;    ;     
       7  27;MZ8;     7;    27;  1;   7;  752488;12;2022;1476;44915; 9; 2; 0; 9; 5; 0;1;20;1;  101;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1391; 0;0;1;  2;  2;  2;0;    1;     ;1222;1259;37; ;  ;  ;    ;    ;     
       7  30;MZ8;     7;    30;  1;   7;  752488;12;2022;1476;44914; 6; 1; 1; 6; 6; 4;1;19;1;  103;   ;0;   7;   1;   1; 1;1; ;1;  754158;  100;     ;   ; 0;1391; 0;0;1;  2;  2; 11;0;    1;     ;1322;1339;17; ;  ;  ;    ;    ;     
       7  34;MZ8;     7;    34;  2;   7;  752488;12;2022;1476;44914; 5; 0; 0; 5; 3; 3;1;19;1;  101;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 0;1391; 0;0;0;  2; 11; 11;0;    1;     ;1516;1533;17; ;  ;  ;    ;    ;     
       7  37;MZ8;     7;    37;  3;   7;  752488;12;2022;1476;44915; 9; 2; 2; 9; 7; 1;1;20;1;  104;   ;0;   7;   1;   1; 1;1; ;1;  754158;  100;     ;   ; 1;1391; 2;1;1;  2; 11; 11;0;    1;     ;1831;1856;25;1;21;12;2022;1476;44916
       7  40;MZ8;     7;    40;  2;   7;  752488;12;2022;1476;44914; 4; 1; 0; 4; 1; 1;1;19;1;  102;   ;0;   7;   1;   1; 1;1; ;0;       0;  100;     ;   ; 1;1391; 2;1;1;  2;  2;  2;0;    1;     ;1313;1329;16;2;20;12;2022;1476;44915
       7  43;MZ8;     7;    43;  1;   7;  752488;12;2022;1476;44914; 4; 1; 1; 4; 4; 2;1;19;1;  103;   ;0;   7;   1;   1; 1;1; ;1;  754158;  100;     ;   ; 2;1391; 1;1;1;  2; 11; 11;0;    1;     ;1420;1432;12;1;19;12;2022;1476;44914
