HHID;IDXH4;SH16;SH17A;SH17B;SH18;SH19A;SH19B;SH36;SH37;SH38;SH39
       4  25; 3;1; 5;10;1; 6;11; ; ; ; 
       4  25; 4;1; 5; 8;0;  ;  ; ; ; ; 
       4  25; 5;1; 5; 8;1; 5; 9;1;1;2;2
       4  25; 6;1; 5; 8;1; 5; 9; ; ; ; 
       4  25; 7;1; 5; 8;1; 5; 9;1;1;3;5
       4  25; 8;1; 3; 5;1; 4; 6;1;1;5;5
       4  25; 9;1; 3; 0;1; 3; 1;1;1;5;5
       4  25;10; ;  ;  ; ;  ;  ; ; ; ; 
       4  31; 1;1; 6;11; ;  ;  ; ; ; ; 
       4  31; 2;1; 5; 0;1; 5; 8; ; ; ; 
       4  36; 1;0;  ;  ; ;  ;  ; ; ; ; 
       4  36; 2;1; 5;10; ;  ;  ; ; ; ; 
       4  36; 3;1; 3; 4;0;  ;  ;1;1;1;5
       4  36; 4;1; 5; 9;1; 5;10;1;1;4;2
       4  36; 5;1; 3; 3;1; 3; 4;1;1;2;2
       4  36; 6;1; 3; 4;0;  ;  ;1;1;1;4
       4  36; 7;1; 3; 1;0;  ;  ;1;1;2;1
       4  36; 8; ;  ;  ; ;  ;  ; ; ; ; 
       4  41; 1;1;12; 4; ;  ;  ; ; ; ; 
       4  41; 2;1;12; 3; ;  ;  ; ; ; ; 
       4  41; 3;1; 4; 6;1; 4; 7; ; ; ; 
       4  41; 4;1; 3; 2;1; 3; 3; ; ; ; 
       4  41; 5;1; 1; 0;1; 1; 3; ; ; ; 
       4  41; 6; ;  ;  ; ;  ;  ; ; ; ; 
       4  41; 7;1; 6;11;1; 6;12; ; ; ; 
       4  41; 8;1; 6;12;0;  ;  ; ; ; ; 
       4  41; 9;1; 6;11;1; 6;12; ; ; ; 
       4  47; 1;1; 4; 7; ;  ;  ; ; ; ; 
       4  47; 2;0;  ;  ; ;  ;  ; ; ; ; 
       4  47; 3;1; 6;12;0;  ;  ; ; ; ; 
       4  47; 4;1; 5; 8;1; 5; 9; ; ; ; 
       4  47; 5;0;  ;  ; ;  ;  ;1;2;1;1
       4  47; 6;1; 3; 4;1; 3; 5;1;2;1;1
       4  47; 7;0;  ;  ; ;  ;  ;3;3;1;2
       4  47; 8; ;  ;  ; ;  ;  ; ; ; ; 
       4  47; 9;1; 6;12;1; 9; 1; ; ; ; 
       4  52; 1;1; 5; 9; ;  ;  ; ; ; ; 
       4  52; 2;1; 6;11; ;  ;  ; ; ; ; 
       4  52; 3;1; 3; 5;1; 4; 6; ; ; ; 
       4  52; 4;1; 3; 0;1; 3; 1; ; ; ; 
       4  57; 1;1; 6;12; ;  ;  ; ; ; ; 
       4  57; 2;1; 5; 8;1; 5; 9;1;1;5;5
       4  57; 3;1; 1; 3;1; 3; 1;1;1;5;4
       4  57; 4; ;  ;  ; ;  ;  ; ; ; ; 
       4  62; 1;1;13; 2; ;  ;  ; ; ; ; 
       4  62; 2;1;12; 4; ;  ;  ; ; ; ; 
       4  62; 3;1; 9; 1; ;  ;  ; ; ; ; 
       4  62; 4;1;13; 0; ;  ;  ; ; ; ; 
       4  62; 5;1; 6;12;0;  ;  ; ; ; ; 
       4  62; 6;1; 9; 1;1; 9; 2; ; ; ; 
       4  62; 7;1; 5; 0;1; 5; 8; ; ; ; 
       4  68; 1;1;10; 1; ;  ;  ; ; ; ; 
       4  68; 2;0;  ;  ; ;  ;  ; ; ; ; 
       4  68; 3;1; 3; 4;1; 3; 5;1;1;4;5
       4  68; 4;1; 3; 1;1; 3; 2;1;1;5;5
       4  68; 5; ;  ;  ; ;  ;  ; ; ; ; 
       4  68; 6;0;  ;  ; ;  ;  ; ; ; ; 
       4  78; 1;1; 5; 0;0;  ;  ; ; ; ; 
       4  78; 2;1; 5; 8;0;  ;  ; ; ; ; 
       4  78; 3; ;  ;  ; ;  ;  ; ; ; ; 
       4  78; 4;0;  ;  ; ;  ;  ;1;1;4;4
       4  83; 1;1; 4; 6; ;  ;  ; ; ; ; 
       4  83; 2;1; 5; 0;1; 5; 8; ; ; ; 
       4  83; 3;1; 4; 0;1; 4; 6; ; ; ; 
       4  83; 4;1; 3; 1;1; 3; 2; ; ; ; 
       4  83; 5;0;  ;  ; ;  ;  ; ; ; ; 
       4  83; 6;1; 6;11; ;  ;  ; ; ; ; 
       4  89; 1;1; 6;12; ;  ;  ; ; ; ; 
       4  89; 2;1; 6;12; ;  ;  ; ; ; ; 
       4  89; 3;0;  ;  ; ;  ;  ; ; ; ; 
       4  89; 4;1; 6;12;0;  ;  ; ; ; ; 
       4  89; 5;1; 5;10;1; 6;11;1;1;1;4
       4  94; 1;1; 4; 6; ;  ;  ; ; ; ; 
       4  94; 2;1; 6;12;0;  ;  ; ; ; ; 
       4  94; 3;1; 6;12;0;  ;  ; ; ; ; 
       4  94; 4;1; 5;10;1; 6;11; ; ; ; 
       4  94; 5;1; 3; 2;1; 3; 3; ; ; ; 
       4  94; 6;1; 5; 8; ;  ;  ; ; ; ; 
       4  94; 7; ;  ;  ; ;  ;  ; ; ; ; 
       4  94; 8;0;  ;  ; ;  ;  ; ; ; ; 
       4  94; 9; ;  ;  ; ;  ;  ; ; ; ; 
       4  94;10;1; 3; 5;0;  ;  ; ; ; ; 
       4 105; 1;1; 3; 5; ;  ;  ; ; ; ; 
       4 105; 2;1; 6;11;1; 6;12; ; ; ; 
       4 110; 1;1; 4; 7; ;  ;  ; ; ; ; 
       4 110; 2;1; 4; 6;1; 4; 7;1;1;5;5
       4 110; 3;1; 3; 1;1; 3; 2;1;1;8;5
       4 110; 4; ;  ;  ; ;  ;  ; ; ; ; 
       4 120; 1;1; 6;11; ;  ;  ; ; ; ; 
       4 120; 2;1; 5; 8; ;  ;  ; ; ; ; 
       4 120; 3;1; 3; 1;1; 3; 2;1;1;5;5
       4 120; 4;1; 3; 2;1; 3; 3;1;1;8;8
       4 120; 5;0;  ;  ; ;  ;  ;2;1;5;5
       4 120; 6; ;  ;  ; ;  ;  ; ; ; ; 
       4 126; 1;1; 6;12; ;  ;  ; ; ; ; 
       4 126; 2;1; 6;12; ;  ;  ; ; ; ; 
       4 126; 3;0;  ;  ; ;  ;  ; ; ; ; 
       4 126; 4;1; 3; 5;1; 4; 6; ; ; ; 
       4 126; 5;1; 3; 2;1; 3; 3; ; ; ; 
       4 126; 6;0;  ;  ; ;  ;  ; ; ; ; 
       4 131; 1;1; 6;12; ;  ;  ; ; ; ; 
       4 131; 2;1; 6;12;0;  ;  ; ; ; ; 
       4 131; 3;1; 3; 0;1; 3; 1;1;1;4;5
       4 131; 4; ;  ;  ; ;  ;  ; ; ; ; 
       4 136; 1;1; 6;12; ;  ;  ; ; ; ; 
       4 136; 2;1; 6;11;1; 6;12; ; ; ; 
       4 136; 3;1;12; 2;1;12; 4; ; ; ; 
       4 136; 4;1; 4; 6;1; 4; 7; ; ; ; 
       5   3; 1;1;98;  ; ;  ;  ; ; ; ; 
       5   3; 2;1; 3; 5; ;  ;  ; ; ; ; 
       5   3; 3;1; 4; 0;1; 4; 6; ; ; ; 
       5   3; 4;1; 3; 2;1; 3; 3; ; ; ; 
       5   3; 5;1; 3; 1;1; 3; 2; ; ; ; 
       5   3; 6;0;  ;  ; ;  ;  ; ; ; ; 
       5   9; 1;1; 6;12; ;  ;  ; ; ; ; 
       5   9; 2;1; 6;12; ;  ;  ; ; ; ; 
       5   9; 3;1; 6;12;0;  ;  ; ; ; ; 
       5   9; 4;1; 6;12;0;  ;  ; ; ; ; 
       5   9; 5;1; 4; 6;1; 4; 7;1;1;4;4
       5   9; 6;1; 3; 4;1; 3; 5;1;1;4;4
       5   9; 7;1; 3; 0;1; 3; 1;1;1;4;4
       5   9; 8; ;  ;  ; ;  ;  ; ; ; ; 
       5   9; 9;1; 5; 0;1; 5; 8;1;1;4;4
       5   9;10;0;  ;  ; ;  ;  ; ; ; ; 
       5   9;11;1;98;  ; ;  ;  ; ; ; ; 
       5  15; 1;1; 6;11; ;  ;  ; ; ; ; 
       5  15; 2;1; 3; 5; ;  ;  ; ; ; ; 
       5  15; 3;0;  ;  ; ;  ;  ; ; ; ; 
       5  15; 4;1; 4; 6;1; 4; 7; ; ; ; 
       5  15; 5;1; 3; 2;1; 3; 3; ; ; ; 
       5  21; 1;1; 6;12; ;  ;  ; ; ; ; 
       5  21; 2;1; 5; 0;1; 5; 8;2;2;1;5
       5  21; 3;1; 4; 0;1; 4; 6;1;1;4;4
       5  21; 4;1; 3; 3;1; 3; 4;1;3;2;5
       5  27; 1;1; 5; 9; ;  ;  ; ; ; ; 
       5  27; 2;1; 3; 5; ;  ;  ; ; ; ; 
       5  27; 3;1; 3; 3;1; 3; 4; ; ; ; 
       5  27; 4;1; 3; 1;1; 3; 2; ; ; ; 
       5  27; 5; ;  ;  ; ;  ;  ; ; ; ; 
       5  27; 6;1; 3; 0;1; 3; 1; ; ; ; 
       5  32; 1;1;12; 4; ;  ;  ; ; ; ; 
       5  32; 2;0;  ;  ; ;  ;  ; ; ; ; 
       5  32; 3;1; 3; 4;1; 3; 5;1;1;4;4
       5  32; 4;0;  ;  ; ;  ;  ; ; ; ; 
       5  32; 5;1; 6; 0;1; 6;11; ; ; ; 
       5  32; 6;0;  ;  ; ;  ;  ;1;1;4;4
       5  32; 7;1; 5; 9; ;  ;  ; ; ; ; 
       5  32; 8;1; 5; 0;1; 5; 8;1;1;4;4
       5  38; 1;1; 6;12; ;  ;  ; ; ; ; 
       5  38; 2;1; 9; 1; ;  ;  ; ; ; ; 
       5  38; 3;1; 3; 1;1; 3; 2; ; ; ; 
       5  38; 4;0;  ;  ; ;  ;  ; ; ; ; 
       5  38; 5; ;  ;  ; ;  ;  ; ; ; ; 
       5  38; 6;1; 4; 0;1; 4; 6; ; ; ; 
       5  44; 1;1; 5; 8; ;  ;  ; ; ; ; 
       5  44; 2;0;  ;  ; ;  ;  ; ; ; ; 
       5  44; 3;1; 5; 9;1; 5; 9;1;1;5;5
       5  44; 4;1; 3; 0;1; 3; 1;1;1;5;5
       5  50; 1;1; 3; 4; ;  ;  ; ; ; ; 
       5  50; 2;1; 6;12; ;  ;  ; ; ; ; 
       5  50; 3;1; 6;12;0;  ;  ; ; ; ; 
       5  50; 4;1; 6;11;1; 6;12; ; ; ; 
       5  50; 5;1; 5; 9;1; 5;10; ; ; ; 
       5  56; 1;1; 5; 8; ;  ;  ; ; ; ; 
       5  56; 2;1; 4; 7; ;  ;  ; ; ; ; 
       5  56; 3;1; 4; 6;0;  ;  ; ; ; ; 
       5  56; 4;0;  ;  ; ;  ;  ;1;1;5;8
       5  56; 5;1; 4; 6;1; 4; 7;1;1;8;8
       5  56; 6;0;  ;  ; ;  ;  ;1;1;5;5
       5  56; 7;0;  ;  ; ;  ;  ;1;1;5;5
       5  56; 8;0;  ;  ; ;  ;  ; ; ; ; 
       5  56; 9; ;  ;  ; ;  ;  ; ; ; ; 
       5  61; 1;1; 3; 4; ;  ;  ; ; ; ; 
       5  61; 2;1; 4; 6; ;  ;  ; ; ; ; 
       5  61; 3;1; 5; 9;1; 5;10; ; ; ; 
       5  61; 4;1; 4; 7;1; 5; 8; ; ; ; 
       5  61; 5;1; 4; 6;1; 4; 7; ; ; ; 
       5  61; 6;1; 3; 4;0;  ;  ; ; ; ; 
       5  61; 7;1; 3; 1;1; 3; 2; ; ; ; 
       5  67; 1;1; 3; 4; ;  ;  ; ; ; ; 
       5  67; 2;1; 4; 7;0;  ;  ; ; ; ; 
       5  67; 3;1; 3; 4;1; 4; 6;1;1;5;5
       5  67; 4;1; 3; 2;1; 3; 2;1;1;5;5
       5  73; 1;1; 6;12; ;  ;  ; ; ; ; 
       5  73; 2;1; 4; 6; ;  ;  ; ; ; ; 
       5  73; 3;1; 6;12; ;  ;  ; ; ; ; 
       5  73; 4;1; 3; 4;0;  ;  ; ; ; ; 
       5  73; 5;1; 3; 3;1; 3; 4; ; ; ; 
       5  73; 6;0;  ;  ; ;  ;  ; ; ; ; 
       5  73; 7;0;  ;  ; ;  ;  ; ; ; ; 
       5  73; 8; ;  ;  ; ;  ;  ; ; ; ; 
       5  79; 1;1; 5; 8; ;  ;  ; ; ; ; 
       5  79; 2;1; 3; 3;0;  ;  ; ; ; ; 
       5  79; 3; ;  ;  ; ;  ;  ; ; ; ; 
       5  85; 1;1; 5;10; ;  ;  ; ; ; ; 
       5  85; 2;1; 5; 8;0;  ;  ; ; ; ; 
       5  85; 3;0;  ;  ; ;  ;  ; ; ; ; 
       5  85; 4;0;  ;  ; ;  ;  ; ; ; ; 
       5  85; 5;1; 6;12; ;  ;  ; ; ; ; 
       5  85; 6;1; 6;12; ;  ;  ; ; ; ; 
       5  85; 7;1; 5;10; ;  ;  ; ; ; ; 
       5  85; 8;1; 3; 1;1; 3; 2; ; ; ; 
       5  85; 9;0;  ;  ; ;  ;  ; ; ; ; 
       5  85;10;0;  ;  ; ;  ;  ; ; ; ; 
       5  85;11; ;  ;  ; ;  ;  ; ; ; ; 
       5  91; 1;1; 6;12; ;  ;  ; ; ; ; 
       5  91; 2;0;  ;  ; ;  ;  ; ; ; ; 
       5  91; 3;1; 5; 9;1; 5;10; ; ; ; 
       5  91; 4;1; 5; 9;1; 5;10;1;1;5;5
       5  91; 5;1; 4; 6;1; 4; 7;1;1;5;5
       5  91; 6;1; 3; 4;1; 3; 5;1;1;5;5
       5  96; 1;0;  ;  ; ;  ;  ; ; ; ; 
       5  96; 2;1; 4; 7; ;  ;  ; ; ; ; 
       5  96; 3;1; 4; 6;1; 4; 7; ; ; ; 
       5  96; 4;0;  ;  ; ;  ;  ; ; ; ; 
       5  96; 5;0;  ;  ; ;  ;  ; ; ; ; 
       5 102; 1;1; 5; 9; ;  ;  ; ; ; ; 
       5 102; 2;1; 5; 9; ;  ;  ; ; ; ; 
       5 102; 3;1; 3; 4;1; 3; 5;1;1;5;5
       5 102; 4;1; 3; 4;1; 3; 5;1;1;8;8
       5 102; 5;1; 3; 1;1; 3; 2;8;2;8;8
       5 102; 6;1; 3; 0;1; 3; 1;1;2;5;5
       5 102; 7;0;  ;  ; ;  ;  ;8;8;5;5
       5 108; 1;1; 6;12; ;  ;  ; ; ; ; 
       5 108; 2;1; 3; 3; ;  ;  ; ; ; ; 
       5 108; 3;1; 5;10;1; 6;11; ; ; ; 
       5 108; 4;1; 6;12; ;  ;  ; ; ; ; 
       5 108; 5;1; 6;11;0;  ;  ; ; ; ; 
       5 108; 6;1; 3; 1;1; 3; 2; ; ; ; 
       5 108; 7; ;  ;  ; ;  ;  ; ; ; ; 
       5 108; 8; ;  ;  ; ;  ;  ; ; ; ; 
       5 114; 1;1; 3; 4; ;  ;  ; ; ; ; 
       5 114; 2;1; 4; 6; ;  ;  ; ; ; ; 
       5 114; 3;1; 5; 9;1; 5;10;1;1;5;5
       5 114; 4;1; 5; 9;0;  ;  ; ; ; ; 
       5 114; 5;0;  ;  ; ;  ;  ; ; ; ; 
       5 114; 6;1; 3; 1;1; 3; 2;8;8;8;8
       5 114; 7;0;  ;  ; ;  ;  ;1;1;8;8
       5 114; 8; ;  ;  ; ;  ;  ; ; ; ; 
       5 114; 9;1; 3; 4;1; 3; 5;1;1;5;5
       5 114;10;1; 3; 5;1; 4; 6;8;8;5;5
       5 114;11; ;  ;  ; ;  ;  ; ; ; ; 
       5 120; 1;1; 6;12;0;  ;  ; ; ; ; 
       5 120; 2;1; 5; 9;1; 5;10; ; ; ; 
       5 120; 3;0;  ;  ; ;  ;  ; ; ; ; 
       5 125; 1;1; 3; 3; ;  ;  ; ; ; ; 
       5 125; 2;1; 6;11; ;  ;  ; ; ; ; 
       5 125; 3;1; 4; 0;1; 4; 6;3;1;4;4
       5 125; 4;1; 4; 0;1; 4; 6;2;1;4;4
       5 125; 5;0;  ;  ; ;  ;  ;2;2;4;4
       5 125; 6; ;  ;  ; ;  ;  ; ; ; ; 
       5 125; 7;1; 5; 9;1; 5;10; ; ; ; 
       5 125; 8;1; 5; 8;0;  ;  ; ; ; ; 
       5 125; 9;1; 4; 6;0;  ;  ;2;2;4;4
       5 125;10;1; 4; 0;1; 4; 6;2;2;4;4
       5 125;11;1; 3; 4;1; 3; 5;2;2;4;4
       5 125;12;1; 3; 3;1; 3; 4;2;2;4;4
       5 131; 1;0;  ;  ; ;  ;  ; ; ; ; 
       5 131; 2;0;  ;  ; ;  ;  ; ; ; ; 
       5 131; 3;1; 5; 9;0;  ;  ; ; ; ; 
       5 131; 4;1; 5; 8;0;  ;  ; ; ; ; 
       5 131; 5;1; 5; 0;0;  ;  ; ; ; ; 
       5 131; 6;1; 3; 3;1; 3; 4; ; ; ; 
       5 131; 7;0;  ;  ; ;  ;  ; ; ; ; 
       5 131; 8;1; 4; 7;0;  ;  ; ; ; ; 
       5 131; 9;0;  ;  ; ;  ;  ; ; ; ; 
       5 131;10;0;  ;  ; ;  ;  ; ; ; ; 
       5 131;11; ;  ;  ; ;  ;  ; ; ; ; 
       5 137; 1;1; 5;10; ;  ;  ; ; ; ; 
       5 137; 2;1; 3; 2; ;  ;  ; ; ; ; 
       5 137; 3;1; 5; 9;1; 5;10; ; ; ; 
       5 137; 4;1; 4; 6;1; 4; 7;1;2;4;4
       5 143; 1;1;12; 4; ;  ;  ; ; ; ; 
       5 143; 2;1;13; 2; ;  ;  ; ; ; ; 
       5 143; 3;1; 3; 4;1; 3; 5; ; ; ; 
       5 143; 4;1; 3; 2;1; 3; 3; ; ; ; 
       5 143; 5;1;12; 3;1;12; 4; ; ; ; 
       5 143; 6;1;12; 3;1;12; 4; ; ; ; 
       5 143; 7;1; 5; 0;1; 5; 8; ; ; ; 
       5 143; 8;1; 4; 0;1; 4; 6; ; ; ; 
       5 143; 9;1; 5; 0;1; 5; 8; ; ; ; 
       5 149; 1;1; 6;11;1; 6;12; ; ; ; 
       6   2; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6   2; 2;1; 3; 3;0;  ;  ; ; ; ; 
       6   2; 3;1; 3; 5;0;  ;  ;1;1;8;8
       6   2; 4; ;  ;  ; ;  ;  ; ; ; ; 
       6   2; 5; ;  ;  ; ;  ;  ; ; ; ; 
       6   2; 6; ;  ;  ; ;  ;  ; ; ; ; 
       6   2; 7;1; 4; 6; ;  ;  ; ; ; ; 
       6   9; 1;1; 6;12; ;  ;  ; ; ; ; 
       6   9; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6   9; 3;1; 5; 8; ;  ;  ; ; ; ; 
       6   9; 4;1; 6;11;1; 6;12; ; ; ; 
       6   9; 5;1; 6;11;1; 6;12; ; ; ; 
       6   9; 6;1; 5; 8;1; 5; 9;1;1;5;5
       6   9; 7;1; 3; 3;1; 3; 4;1;1;8;8
       6   9; 8;1; 3; 4;1; 3; 5;1;1;5;5
       6   9; 9;0;  ;  ; ;  ;  ;1;1;5;5
       6  13; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  13; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  13; 3;1; 3; 5;0;  ;  ; ; ; ; 
       6  13; 4;1; 3; 5; ;  ;  ; ; ; ; 
       6  13; 5;0;  ;  ; ;  ;  ; ; ; ; 
       6  13; 6;0;  ;  ; ;  ;  ; ; ; ; 
       6  13; 7;0;  ;  ; ;  ;  ; ; ; ; 
       6  13; 8; ;  ;  ; ;  ;  ; ; ; ; 
       6  13; 9;0;  ;  ; ;  ;  ; ; ; ; 
       6  13;10;0;  ;  ; ;  ;  ; ; ; ; 
       6  13;11; ;  ;  ; ;  ;  ; ; ; ; 
       6  17; 1;1; 3; 5; ;  ;  ; ; ; ; 
       6  17; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  17; 3;1; 5; 8;1; 5; 9; ; ; ; 
       6  17; 4;1; 3; 4;1; 3; 5;1;1;5;5
       6  17; 5;1; 3; 5;1; 4; 6;1;1;5;5
       6  17; 6;0;  ;  ; ;  ;  ; ; ; ; 
       6  17; 7; ;  ;  ; ;  ;  ; ; ; ; 
       6  24; 1;1; 4; 6; ;  ;  ; ; ; ; 
       6  24; 2;1; 3; 1; ;  ;  ; ; ; ; 
       6  24; 3;1; 4; 6; ;  ;  ; ; ; ; 
       6  24; 4;1; 3; 2; ;  ;  ; ; ; ; 
       6  24; 5;1; 3; 2;1; 3; 3;1;1;5;5
       6  24; 6;0;  ;  ; ;  ;  ;1;1;5;5
       6  24; 7;0;  ;  ; ;  ;  ; ; ; ; 
       6  24; 8;1; 3; 2;1; 3; 3;1;1;4;4
       6  24; 9;0;  ;  ; ;  ;  ;1;1;4;4
       6  24;10;0;  ;  ; ;  ;  ;1;1;8;8
       6  24;11; ;  ;  ; ;  ;  ; ; ; ; 
       6  27; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  27; 2;1; 3; 1; ;  ;  ; ; ; ; 
       6  27; 3;0;  ;  ; ;  ;  ; ; ; ; 
       6  27; 4; ;  ;  ; ;  ;  ; ; ; ; 
       6  27; 5;0;  ;  ; ;  ;  ; ; ; ; 
       6  27; 6;0;  ;  ; ;  ;  ; ; ; ; 
       6  31; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  31; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  31; 3; ;  ;  ; ;  ;  ; ; ; ; 
       6  31; 4; ;  ;  ; ;  ;  ; ; ; ; 
       6  34; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  34; 2;1; 3; 5; ;  ;  ; ; ; ; 
       6  34; 3;1; 3; 3;1; 3; 4; ; ; ; 
       6  34; 4;1; 3; 3;1; 3; 4; ; ; ; 
       6  34; 5;1; 3; 0;1; 3; 1; ; ; ; 
       6  34; 6;0;  ;  ; ;  ;  ; ; ; ; 
       6  34; 7;0;  ;  ; ;  ;  ; ; ; ; 
       6  34; 8; ;  ;  ; ;  ;  ; ; ; ; 
       6  38; 1;1; 6;11; ;  ;  ; ; ; ; 
       6  38; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  38; 3;1; 3; 0;1; 3; 1;1;1;5;5
       6  38; 4;0;  ;  ; ;  ;  ; ; ; ; 
       6  41; 1;1; 4; 6; ;  ;  ; ; ; ; 
       6  41; 2;1; 3; 2;1; 3; 3; ; ; ; 
       6  41; 3;1; 3; 0;1; 3; 1; ; ; ; 
       6  41; 4; ;  ;  ; ;  ;  ; ; ; ; 
       6  52; 1;1; 4; 7; ;  ;  ; ; ; ; 
       6  52; 2;1; 3; 2; ;  ;  ; ; ; ; 
       6  52; 3;0;  ;  ; ;  ;  ;1;2;2;1
       6  52; 4;0;  ;  ; ;  ;  ; ; ; ; 
       6  52; 5; ;  ;  ; ;  ;  ; ; ; ; 
       6  52; 6; ;  ;  ; ;  ;  ; ; ; ; 
       6  55; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  55; 2;1; 4; 6; ;  ;  ; ; ; ; 
       6  55; 3;0;  ;  ; ;  ;  ; ; ; ; 
       6  55; 4;0;  ;  ; ;  ;  ; ; ; ; 
       6  55; 5;0;  ;  ; ;  ;  ; ; ; ; 
       6  59; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  59; 2;1; 3; 5;0;  ;  ; ; ; ; 
       6  59; 3;1; 3; 3;1; 3; 4;1;1;4;4
       6  59; 4;1; 3; 0;1; 3; 1;2;2;2;3
       6  59; 5;0;  ;  ; ;  ;  ;2;2;2;2
       6  59; 6;0;  ;  ; ;  ;  ;2;1;4;3
       6  59; 7;0;  ;  ; ;  ;  ; ; ; ; 
       6  63; 1;1; 3; 4; ;  ;  ; ; ; ; 
       6  63; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  63; 3; ;  ;  ; ;  ;  ; ; ; ; 
       6  63; 4;0;  ;  ; ;  ;  ; ; ; ; 
       6  63; 5;0;  ;  ; ;  ;  ; ; ; ; 
       6  63; 6;0;  ;  ; ;  ;  ; ; ; ; 
       6  70; 1;1; 5; 0; ;  ;  ; ; ; ; 
       6  70; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  70; 3; ;  ;  ; ;  ;  ; ; ; ; 
       6  73; 1;1; 3; 3; ;  ;  ; ; ; ; 
       6  73; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  73; 3;1; 3; 2;1; 3; 3;1;1;5;5
       6  73; 4;0;  ;  ; ;  ;  ;1;1;5;5
       6  73; 5;1; 3; 2;1; 3; 3;1;1;2;1
       6  73; 6;1; 3; 0;1; 3; 1;1;1;5;5
       6  77; 1;1; 3; 4;0;  ;  ; ; ; ; 
       6  84; 1;1; 3; 3;0;  ;  ; ; ; ; 
       6  84; 2;1; 4; 7;0;  ;  ; ; ; ; 
       6  84; 3; ;  ;  ; ;  ;  ; ; ; ; 
       6  87; 1;1; 4; 7; ;  ;  ; ; ; ; 
       6  87; 2;0;  ;  ; ;  ;  ; ; ; ; 
       6  87; 3;1; 3; 0;1; 3; 1;1;1;3;4
       6  87; 4;0;  ;  ; ;  ;  ; ; ; ; 
       6  87; 5; ;  ;  ; ;  ;  ; ; ; ; 
       6  87; 6;1; 4; 6;1; 4; 7;1;1;4;5
       6  91; 1;0;  ;  ; ;  ;  ; ; ; ; 
       6  91; 2;1; 4; 6;1; 4; 7; ; ; ; 
       7   5; 1;0;  ;  ; ;  ;  ; ; ; ; 
       7   5; 2;0;  ;  ; ;  ;  ; ; ; ; 
       7   5; 3;1; 4; 6;1; 4; 7; ; ; ; 
       7   5; 4;1; 3; 3;1; 3; 4; ; ; ; 
       7   5; 5;1; 3; 3;1; 3; 4; ; ; ; 
       7   5; 6;0;  ;  ; ;  ;  ; ; ; ; 
       7   5; 7;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 1;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 2;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 3;1; 4; 0;0;  ;  ; ; ; ; 
       7  11; 4;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 5;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 6;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 7;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 8;0;  ;  ; ;  ;  ; ; ; ; 
       7  11; 9; ;  ;  ; ;  ;  ; ; ; ; 
       7  11;10;1; 5; 9;0;  ;  ; ; ; ; 
       7  18; 1;0;  ;  ; ;  ;  ; ; ; ; 
       7  18; 2;0;  ;  ; ;  ;  ; ; ; ; 
       7  18; 3;0;  ;  ; ;  ;  ; ; ; ; 
       7  18; 4;0;  ;  ; ;  ;  ; ; ; ; 
       7  18; 5;0;  ;  ; ;  ;  ; ; ; ; 
       7  18; 6;0;  ;  ; ;  ;  ; ; ; ; 
       7  18; 7;0;  ;  ; ;  ;  ; ; ; ; 
       7  27; 1;1; 5; 8; ;  ;  ; ; ; ; 
       7  27; 2;1; 2; 2; ;  ;  ; ; ; ; 
       7  27; 3;1; 6;11; ;  ;  ; ; ; ; 
       7  27; 4;1; 4; 7;0;  ;  ; ; ; ; 
       7  27; 5;1; 3; 3;1; 3; 4;1;1;4;3
       7  27; 6;1; 3; 3;1; 3; 4;1;1;3;4
       7  27; 7;0;  ;  ; ;  ;  ;1;1;4;4
       7  27; 8;0;  ;  ; ;  ;  ;1;1;4;4
       7  27; 9;0;  ;  ; ;  ;  ;1;1;4;4
       7  30; 1;1; 4; 7; ;  ;  ; ; ; ; 
       7  30; 2;1; 4; 6; ;  ;  ; ; ; ; 
       7  30; 3;0;  ;  ; ;  ;  ; ; ; ; 
       7  30; 4;0;  ;  ; ;  ;  ; ; ; ; 
       7  30; 5; ;  ;  ; ;  ;  ; ; ; ; 
       7  30; 6; ;  ;  ; ;  ;  ; ; ; ; 
       7  34; 1;1; 4; 7; ;  ;  ; ; ; ; 
       7  34; 2;0;  ;  ; ;  ;  ; ; ; ; 
