MCASEID;MV301;MV302;MREC31_GROUP_01;MREC31_GROUP_02;MREC31_GROUP_03;MREC31_GROUP_04;MREC31_GROUP_05;MREC31_GROUP_06;MREC31_GROUP_07;MREC31_GROUP_08;MREC31_GROUP_09;MREC31_GROUP_10;MREC31_GROUP_11;MREC31_GROUP_12;MREC31_GROUP_13;MREC31_GROUP_14;MREC31_GROUP_15;MREC31_GROUP_16;MREC31_GROUP_17;MREC31_GROUP_18;MREC31_GROUP_19;MREC31_GROUP_20
     508  52  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;10  ;18  ;11 0;10  ;11 0;38  ;38  
     508  60  2;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     508  60  5;3; ;10  ;10  ;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     508  75  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     508  98  2;3; ;10  ;11 0;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     509   2  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     509   9  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     509   9  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     509  22 10;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     509  29  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     509  35  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     509  35  4;3; ;10  ;11 0;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     509  61  3;3; ;10  ;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     509  68  2;3; ;10  ;11 0;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     509  74  6;3; ;10  ;10  ;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;11 0;38  ;38  
     510  16  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 1;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     510  23  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     510  30  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     510  87  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     511  28  3;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     511  28  4;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     511  59  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     511  75  6;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     511  83  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     511  99  2;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     512  35  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     512  35  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     512  41  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     512  54  1;3; ;11 1;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     512  60  2;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     512  60  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     512  78  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     513  35  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     513  35  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     513  50  8;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;11 0;10  ;10  ;38  ;38  
     513  58  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     513  66  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     513  66  4;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     513  74  4;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     514   7  4;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     514  32  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     514  39  4;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     514  51  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     514  83  3;3; ;11 0;11 0;11 0;18  ;11 0;10  ;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     515   6  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     515  13  7;3; ;11 0;10  ;10  ;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     515  44  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     515  44  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     515  44  4;3; ;10  ;11 0;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     515  66  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     515  73  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     515  80  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     515  80  3;3; ;11 0;11 0;11 1;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     516   2  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     516   9  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     516   9  4;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     516  16  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     516  23  3;3; ;10  ;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     516  37  2;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     516  37  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     516  64  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     517   2  2;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     517  16  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     517  29  2;3; ;11 0;11 0;10  ;18  ;11 1;10  ;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     517  36  3;3; ;11 0;11 0;11 0;18  ;11 1;10  ;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     517  36  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     517  76  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     517  83  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     518   5  2;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     518  13  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     518  29  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     518  37  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     518  45  2;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     518  61  3;3; ;11 0;11 0;10  ;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     518 100  3;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     519   9  5;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     519  23  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     519  66  3;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     519  81  1;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     520  30  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     520  35  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     520  41  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     520  46  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     520  52  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     520  62  2;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     521  19  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     521  39  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     521  39  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     521  68  3;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     521  68  5;3; ;10  ;11 0;11 0;18  ;11 1;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     521  78  3;3; ;10  ;10  ;10  ;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     521  88  1;3; ;10  ;11 0;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     521  88  3;3; ;11 0;11 0;10  ;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     521  88  5;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     521  98  1;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     521 108  5;3; ;11 0;10  ;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     521 127  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     522  15  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     522  15  4;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     522  30  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     522  38  2;3; ;11 0;10  ;11 0;18  ;11 0;11 0;11 0;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;11 0;11 0;38  ;38  
     522  46  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     522  46  5;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     522  53  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     522  61  2;3; ;11 0;10  ;10  ;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     522  61  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     522  76  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;11 0;10  ;38  ;38  
     522  76  3;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;11 0;11 0;38  ;38  
     522  76  4;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     522 100  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     523   3  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     523  11  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     523  19  4;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     523  19  5;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     523  27  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     523  35  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;11 0;38  ;38  
     523  35  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     523  43  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     523  51  3;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     523  51  8;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     523  75  1;3; ;11 1;11 0;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     523  83  2;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     523  91  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     523  91  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     524   7  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     524  16  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     524  25  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     524  34  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     524  43  2;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     524  52  2;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     524  80  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     524  80  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     524  89  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     524  98  4;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     524  98  5;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     525   7  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     525  17  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;10  ;18  ;11 0;10  ;11 0;38  ;38  
     525  17  4;3; ;11 0;11 0;10  ;18  ;11 0;10  ;11 0;20  ;21 0;30  ;11 0;28  ;11 0;10  ;18  ;10  ;10  ;10  ;38  ;38  
     525  47  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     525  47  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     525  47  4;3; ;11 0;10  ;10  ;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     525  57  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     525  57  3;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     525  66  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 1;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     525  76  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     525  86  2;3; ;11 0;10  ;10  ;18  ;11 1;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     525  96  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;21 0;21 0;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     525 106  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     525 116  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     525 125  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     526   1  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     526  15  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
