MCASEID;MV301;MV302;MREC31_GROUP_01;MREC31_GROUP_02;MREC31_GROUP_03;MREC31_GROUP_04;MREC31_GROUP_05;MREC31_GROUP_06;MREC31_GROUP_07;MREC31_GROUP_08;MREC31_GROUP_09;MREC31_GROUP_10;MREC31_GROUP_11;MREC31_GROUP_12;MREC31_GROUP_13;MREC31_GROUP_14;MREC31_GROUP_15;MREC31_GROUP_16;MREC31_GROUP_17;MREC31_GROUP_18;MREC31_GROUP_19;MREC31_GROUP_20
     285  60  2;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     285  69  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     285  95  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     285 104  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     285 113  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286   1  1;3; ;11 0;10  ;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286   7  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286   7  4;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286   7  8;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     286  17  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286  23  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     286  28  2;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286  33  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286  39  1;3; ;11 0;10  ;10  ;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     286  39  2;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     286  44  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     287  19  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     287  27  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     287  41  1;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     287  48  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     287  70  3;3; ;10  ;10  ;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     287  77  2;3; ;10  ;11 0;11 0;18  ;10  ;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     287  85  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     287  85  4;3; ;10  ;10  ;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     287  85  5;3; ;11 0;10  ;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     287  92  1;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     288   7  3;3; ;10  ;11 0;11 0;18  ;11 1;11 0;11 0;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     288  19  1;3; ;11 1;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     288  44  1;3; ;10  ;10  ;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     288  44  2;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     288  63  8;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     288  70  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     289  35  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     289  50  1;3; ;10  ;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     289  66  1;3; ;11 0;11 0;10  ;18  ;11 0;11 0;11 0;20  ;20  ;31 0;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     290  12  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     290  38  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     290  81  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     290  98  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;10  ;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     290  98  4;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     291  24  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     291  75  1;3; ;11 0;10  ;11 1;18  ;11 1;10  ;10  ;20  ;21 0;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     291  75  4;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     293   9  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     293  17  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     293  24  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     293  40  1;3; ;10  ;10  ;11 1;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     293  40  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     293  71  2;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     293  86  2;3; ;10  ;10  ;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     293  94  1;3; ;10  ;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     294  15  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     294  24  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     294  24  5;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     294  33  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     295   7  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     295  17  4;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     295  28  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     295 123  1;3; ;11 0;11 0;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     295 134  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     296   2  3;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     296   2  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     296  22  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     296  22  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     296  37  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     297   4  1;3; ;11 0;11 0;11 0;18  ;10  ;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     297  63  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     297  63  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     297  63  5;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     297  71  8;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     297  80  1;3; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     297  88  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     297  97  1;3; ;11 0;11 0;11 0;18  ;11 1;10  ;10  ;20  ;20  ;31 0;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     297 105  3;3; ;11 0;11 0;10  ;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     298  61  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     298  85  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     298  98  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     298 122  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     298 159  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     299   2  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299   6  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  19  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  19  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  23  2;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  23  4;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  27  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  31  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  31  4;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     299  43  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     299  47  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  47  3;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 1;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     299  51  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300   3  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300  15  2;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300  15  5;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300  26  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300  71  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300  71  3;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     300 104  1;3; ;11 0;10  ;11 1;18  ;11 1;10  ;10  ;20  ;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     300 116  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     301  23  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  39  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 1;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  39  2;3; ;11 0;11 0;11 0;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  47  2;3; ;11 0;10  ;10  ;18  ;11 0;11 0;10  ;21 0;20  ;30  ;10  ;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  47  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  55  3;3; ;11 0;11 0;11 0;18  ;11 1;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  71  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301  87  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     301  95  1;3; ;11 0;11 0;11 1;18  ;11 0;11 0;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     301 103  1;3; ;11 0;11 0;11 1;18  ;11 1;11 0;11 0;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     302  59  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     302  96  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     302 170  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     302 170  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     302 207  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     302 319  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     302 393  3;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     302 467  1;3; ;11 0;10  ;11 1;18  ;11 0;10  ;10  ;21 0;20  ;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;11 0;38  ;38  
     303   1  1;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     303   1  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     303  13  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;10  ;20  ;20  ;31 0;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     303  19  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;20  ;30  ;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     303  25  1;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     303  31  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;31 0;11 0;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     303  42  1;3; ;10  ;11 0;11 0;18  ;10  ;11 0;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;11 0;10  ;10  ;38  ;38  
     303  48  1;3; ;10  ;11 0;11 1;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     303  60  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     303  66  4;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     304  11  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     304  42  4;3; ;11 1;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     304  52  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     304  73  1;3; ;11 1;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;11 0;11 0;18  ;11 0;10  ;10  ;38  ;38  
     304  84  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     304  94  5;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     304 105  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     304 115  1;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;10  ;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     304 126  2;3; ;11 1;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     304 126  3;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     304 126  4;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     304 136  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;11 0;11 0;18  ;10  ;10  ;10  ;38  ;38  
     305   6  5;2; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     305  13  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;20  ;31 0;11 0;28  ;10  ;11 0;18  ;11 0;10  ;11 0;38  ;38  
     305  13  3;0; ;10  ;10  ;10  ;18  ;10  ;10  ;10  ;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     305  25  1;3; ;10  ;11 0;10  ;18  ;10  ;11 0;11 0;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     305  37  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;21 0;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     305  43  1;3; ;11 0;11 0;11 0;18  ;11 0;11 0;11 0;20  ;20  ;30  ;11 0;28  ;10  ;11 0;18  ;11 0;10  ;10  ;38  ;38  
     305  55  1;3; ;10  ;10  ;10  ;18  ;10  ;11 0;11 0;20  ;20  ;30  ;10  ;28  ;10  ;10  ;18  ;10  ;10  ;10  ;38  ;38  
     306  23  1;3; ;11 0;10  ;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     306  52  3;3; ;11 0;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;11 0;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     306 121  1;3; ;11 0;10  ;11 0;18  ;11 1;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
     306 121  4;3; ;10  ;10  ;10  ;18  ;11 0;10  ;10  ;20  ;21 0;30  ;10  ;28  ;10  ;11 0;18  ;10  ;10  ;10  ;38  ;38  
     307  10  1;3; ;11 0;11 0;11 0;18  ;11 0;10  ;10  ;21 0;21 0;30  ;11 0;28  ;11 0;11 0;18  ;11 0;10  ;11 0;38  ;38  
