MCASEID;MV000;MV001;MV002;MV003;MV004;MV005;MV006;MV007;MV008;MV008A;MV009;MV010;MV011;MV012;MV013;MV014;MV015;MV016;MV021;MV022;MV023;MV024;MV025;MV026;MV027;MV028;MV029;MV030;MV031;MV032;MREC01_GROUP_1;MREC01_GROUP_2;MREC01_GROUP_3;MREC01_GROUP_4;MREC01_GROUP_5;MREC01_GROUP_6;MREC01_GROUP_7;MREC01_GROUP_8;MV035;MV045A;MV045B;MV045C;MV046;MV047;MV048;MV801;MV802;MV803
     529  46  2;MZ8;   529;    46;  2; 529; 1294700;10;2022;1474;44864; 2;2007;1286;15; 1;1;1;30; 529;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1010;1032;96
     529  71  2;MZ8;   529;    71;  2; 529; 1294700;10;2022;1474;44864; 9;1987;1053;35; 5;1;1;30; 529;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ; 3 33;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1037;1109;96
     529  88  2;MZ8;   529;    88;  2; 529; 1294700;10;2022;1474;44862;12;1969; 840;52; 8;1;1;28; 529;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 1 49;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1409;1433;24
     529  97  1;MZ8;   529;    97;  1; 529; 1294700;10;2022;1474;44864; 9;1979; 957;43; 6;1;1;30; 529;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 42;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1527;1554;96
     529  97  5;MZ8;   529;    97;  5; 529; 1294700;10;2022;1474;44862;10;2004;1258;18; 1;1;1;28; 529;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1252;1307;15
     529 105  2;MZ8;   529;   105;  2; 529; 1294700;10;2022;1474;44864; 7;1996;1159;26; 3;1;1;30; 529;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1220;1242;96
     530   4  1;MZ8;   530;     4;  1; 530; 1492512;11;2022;1475;44883; 6;1984;1014;38; 5;1;1;18; 530;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ; 2 34;     ;     ;     ;     ;     ;     ;     ;1;  2;  3;  3;0;   13;     ;1500;1527;96
     530  45  1;MZ8;   530;    45;  1; 530; 1492512;11;2022;1475;44883; 2;1980; 962;42; 6;1;1;18; 530;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 28;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1351;1405;14
     530  45  3;MZ8;   530;    45;  3; 530; 1492512;11;2022;1475;44885;12;2002;1236;19; 1;1;1;20; 530;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 931; 947;96
     530  55  1;MZ8;   530;    55;  1; 530; 1492512;11;2022;1475;44883;11;1982; 995;40; 6;1;1;18; 530;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1208;1229;21
     530  55  3;MZ8;   530;    55;  3; 530; 1492512;11;2022;1475;44883;12;2005;1272;16; 1;1;1;18; 530;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1413;1425;12
     530  65  2;MZ8;   530;    65;  2; 530;       0;11;2022;1475;44886;  ;    ;    ;  ;  ; ;2;21; 530;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     530  75  1;MZ8;   530;    75;  1; 530; 1492512;11;2022;1475;44884; 8;1981; 980;41; 6;1;1;19; 530;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 42;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1007;1035;96
     530  86  4;MZ8;   530;    86;  4; 530; 1492512;11;2022;1475;44883; 6;2004;1254;18; 1;1;1;18; 530;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1050;1119;29
     530  96  1;MZ8;   530;    96;  1; 530; 1492512;11;2022;1475;44885; 8;1985;1028;37; 5;1;1;20; 530;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 29;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1212;1243;96
     530 126  2;MZ8;   530;   126;  2; 530; 1492512;11;2022;1475;44885; 9;1984;1017;38; 5;1;1;20; 530;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 1 23;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1133;1202;96
     531  27  1;MZ8;   531;    27;  1; 531; 1269577; 9;2022;1473;44822; 3;1986;1035;36; 5;1;1;18; 531;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ; 2 32;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ; 917; 948;96
     531  36  1;MZ8;   531;    36;  1; 531; 1269577; 9;2022;1473;44821; 5;1978; 941;44; 6;1;1;17; 531;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 41;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1601;1656;55
     531  46  1;MZ8;   531;    46;  1; 531; 1269577; 9;2022;1473;44822;11;1980; 971;41; 6;1;1;18; 531;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 50;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1049;1128;96
     531  55  1;MZ8;   531;    55;  1; 531;       0; 9;2022;1473;44822;  ;    ;    ;  ;  ; ;2;18; 531;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     531  64  2;MZ8;   531;    64;  2; 531; 1269577; 9;2022;1473;44821;11;2000;1211;21; 2;1;1;17; 531;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1750;1823;33
     531  83  5;MZ8;   531;    83;  5; 531;       0; 9;2022;1473;44820;  ;    ;    ;  ;  ; ;6;16; 531;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     531  93  1;MZ8;   531;    93;  1; 531; 1269577; 9;2022;1473;44821; 6;1977; 930;45; 7;1;1;17; 531;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 35;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1230;1310;40
     531 102  1;MZ8;   531;   102;  1; 531;       0; 9;2022;1473;44820;  ;    ;    ;  ;  ; ;2;16; 531;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     531 102  3;MZ8;   531;   102;  3; 531; 1269577; 9;2022;1473;44821; 4;2000;1204;22; 2;1;1;17; 531;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ; 913; 955;96
     531 111  1;MZ8;   531;   111;  1; 531; 1269577; 9;2022;1473;44820; 1;1980; 961;42; 6;1;1;16; 531;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ; 833; 909;36
     532   6  8;MZ8;   532;     6;  8; 532; 1010878; 9;2022;1473;44822; 5;1997;1169;25; 3;1;1;18; 532;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ; 7 20;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ; 845; 905;96
     532  21  1;MZ8;   532;    21;  1; 532; 1010878; 9;2022;1473;44822;11;1977; 935;44; 6;1;1;18; 532;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 41;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1415;1440;96
     532  21  4;MZ8;   532;    21;  4; 532; 1010878; 9;2022;1473;44821; 2;1998;1178;24; 2;1;1;17; 532;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1335;1402;96
     532  36  1;MZ8;   532;    36;  1; 532;       0; 9;2022;1473;44822;  ;    ;    ;  ;  ; ;6;18; 532;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     532  36  3;MZ8;   532;    36;  3; 532; 1010878; 9;2022;1473;44822; 5;2001;1217;21; 2;1;1;18; 532;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1340;1356;96
     532  36  4;MZ8;   532;    36;  4; 532; 1010878; 9;2022;1473;44820; 3;2006;1275;16; 1;1;1;16; 532;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1338;1355;96
     532  44  2;MZ8;   532;    44;  2; 532; 1010878; 9;2022;1473;44820; 3;1996;1155;26; 3;1;1;16; 532;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1007;1036;29
     532  51  1;MZ8;   532;    51;  1; 532; 1010878; 9;2022;1473;44822;11;1979; 959;42; 6;1;1;18; 532;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ; 2 36;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1028;1052;96
     532  51  3;MZ8;   532;    51;  3; 532;       0; 9;2022;1473;44822;  ;    ;    ;  ;  ; ;2;18; 532;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     532  74  2;MZ8;   532;    74;  2; 532; 1010878; 9;2022;1473;44822; 7;1995;1147;27; 3;1;1;18; 532;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 920; 944;96
     532  74  3;MZ8;   532;    74;  3; 532; 1010878; 9;2022;1473;44822; 3;2001;1215;21; 2;1;1;18; 532;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 949;1014;96
     532  89  1;MZ8;   532;    89;  1; 532;       0; 9;2022;1473;44822;  ;    ;    ;  ;  ; ;2;18; 532;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     532  89  2;MZ8;   532;    89;  2; 532; 1010878; 9;2022;1473;44822; 3;1999;1191;23; 2;1;1;18; 532;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1121;1144;96
     533   2  1;MZ8;   533;     2;  1; 533; 1526432;10;2022;1474;44836;10;1975; 910;47; 7;1;1; 2; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 43;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1005;1037;96
     533   2  3;MZ8;   533;     2;  3; 533; 1526432;10;2022;1474;44835; 5;1997;1169;25; 3;1;1; 1; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1144;1212;96
     533  13  1;MZ8;   533;    13;  1; 533; 1526432; 9;2022;1473;44833; 9;1978; 945;44; 6;1;1;29; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 39;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1738;1814;96
     533  13  3;MZ8;   533;    13;  3; 533; 1526432; 9;2022;1473;44833; 7;2000;1207;22; 2;1;1;29; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1646;1714;28
     533  23  1;MZ8;   533;    23;  1; 533; 1526432;10;2022;1474;44836; 2;1985;1022;37; 5;1;1; 2; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 0 31; 2 23;     ;     ;     ;     ;     ;     ;2;  2;  2;  2;0;   14;     ;1245;1318;96
     533  34  2;MZ8;   533;    34;  2; 533; 1526432;10;2022;1474;44836; 5;2002;1229;20; 2;1;1; 2; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1100;1128;96
     533  34  3;MZ8;   533;    34;  3; 533; 1526432;10;2022;1474;44836;10;1998;1186;24; 2;1;1; 2; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1136;1206;96
     533  44  3;MZ8;   533;    44;  3; 533; 1526432; 9;2022;1473;44834; 7;1997;1171;25; 3;1;1;30; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1219;1258;39
     533  44  4;MZ8;   533;    44;  4; 533; 1526432;10;2022;1474;44835; 7;2007;1291;15; 1;1;1; 1; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1109;1131;96
     533  44  6;MZ8;   533;    44;  6; 533;       0;10;2022;1474;44836;  ;    ;    ;  ;  ; ;2; 2; 533;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533  54  4;MZ8;   533;    54;  4; 533;       0;10;2022;1474;44836;  ;    ;    ;  ;  ; ;2; 2; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533  65  1;MZ8;   533;    65;  1; 533;       0;10;2022;1474;44836;  ;    ;    ;  ;  ; ;2; 2; 533;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533  65  3;MZ8;   533;    65;  3; 533;       0;10;2022;1474;44836;  ;    ;    ;  ;  ; ;2; 2; 533;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533  85  1;MZ8;   533;    85;  1; 533; 1526432;10;2022;1474;44836;12;1977; 936;44; 6;1;1; 2; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1732;1810;96
     533  85  3;MZ8;   533;    85;  3; 533; 1526432; 9;2022;1473;44833;12;2004;1260;17; 1;1;1;29; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1256;1322;26
     533  96  2;MZ8;   533;    96;  2; 533; 1526432; 9;2022;1473;44833; 5;1986;1037;36; 5;1;1;29; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1828;1903;35
     533 106  1;MZ8;   533;   106;  1; 533; 1526432; 9;2022;1473;44834; 2;1980; 962;42; 6;1;1;30; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 30;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1016;1052;36
     533 106  3;MZ8;   533;   106;  3; 533;       0; 9;2022;1473;44834;  ;    ;    ;  ;  ; ;2;30; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533 117  1;MZ8;   533;   117;  1; 533; 1526432;10;2022;1474;44836; 5;1980; 965;42; 6;1;1; 2; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 41;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1503;1536;33
     533 117  3;MZ8;   533;   117;  3; 533;       0;10;2022;1474;44836;  ;    ;    ;  ;  ; ;4; 2; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533 117  4;MZ8;   533;   117;  4; 533;       0;10;2022;1474;44836;  ;    ;    ;  ;  ; ;4; 2; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533 127  1;MZ8;   533;   127;  1; 533; 1526432;10;2022;1474;44835;12;1972; 876;49; 7;1;1; 1; 533;  19;  19;10;1; ;2; 1404;   ; 1400;     ;   ; 2 48;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1432;1506;96
     533 127  3;MZ8;   533;   127;  3; 533;       0; 9;2022;1473;44834;  ;    ;    ;  ;  ; ;2;30; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     533 127  4;MZ8;   533;   127;  4; 533;       0; 9;2022;1473;44834;  ;    ;    ;  ;  ; ;2;30; 533;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     534   2  2;MZ8;   534;     2;  2; 534; 2587022;11;2022;1475;44894; 8;2000;1208;22; 2;1;1;29; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ; 852; 916;24
     534  35  1;MZ8;   534;    35;  1; 534;       0;11;2022;1475;44895;  ;    ;    ;  ;  ; ;2;30; 534;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     534  51  1;MZ8;   534;    51;  1; 534; 2587022;11;2022;1475;44895; 9;1977; 933;45; 7;3;1;30; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  3;  3;0;   14;     ; 720; 748;28
     534  67  1;MZ8;   534;    67;  1; 534; 2587022;11;2022;1475;44893; 6;1983;1002;39; 5;1;1;28; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 38;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1833;1912;39
     534  67  3;MZ8;   534;    67;  3; 534; 2587022;11;2022;1475;44893; 6;2004;1254;18; 1;1;1;28; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1821;1832;11
     534  83  3;MZ8;   534;    83;  3; 534; 2587022;11;2022;1475;44894; 1;2005;1261;17; 1;1;1;29; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1713;1732;19
     534  99  3;MZ8;   534;    99;  3; 534; 2587022;11;2022;1475;44893; 6;2001;1218;21; 2;1;1;28; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1240;1310;30
     534 131  1;MZ8;   534;   131;  1; 534;       0;11;2022;1475;44895;  ;    ;    ;  ;  ; ;2;30; 534;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     534 147  1;MZ8;   534;   147;  1; 534; 2587022;11;2022;1475;44893; 4;1982; 988;40; 6;1;1;28; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 34;     ;     ;     ;     ;     ;     ;     ;1;  2;  3;  3;0;   14;     ;1428;1511;43
     534 147  3;MZ8;   534;   147;  3; 534; 2587022;11;2022;1475;44893; 7;2005;1267;17; 1;1;1;28; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1522;1541;19
     534 147  4;MZ8;   534;   147;  4; 534;       0;11;2022;1475;44895;  ;    ;    ;  ;  ; ;2;30; 534;  19;  19;10;1; ;3; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     534 179  1;MZ8;   534;   179;  1; 534;       0;11;2022;1475;44895;  ;    ;    ;  ;  ; ;2;30; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     534 195  1;MZ8;   534;   195;  1; 534;       0;11;2022;1475;44894;  ;    ;    ;  ;  ; ;2;29; 534;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     535  14  3;MZ8;   535;    14;  3; 535; 1395597; 9;2022;1473;44824; 3;2000;1203;22; 2;1;1;20; 535;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 945;1012;27
     535  22  2;MZ8;   535;    22;  2; 535; 1395597; 9;2022;1473;44823; 1;2007;1285;15; 1;1;1;19; 535;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1141;1207;26
     535  30  1;MZ8;   535;    30;  1; 535; 1395597; 9;2022;1473;44825; 9;1974; 897;48; 7;1;1;21; 535;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ; 2 39;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   13;     ;1740;1806;96
     535  30  3;MZ8;   535;    30;  3; 535; 1395597; 9;2022;1473;44823; 9;2002;1233;20; 2;1;1;19; 535;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1521;1556;96
     535  30  4;MZ8;   535;    30;  4; 535; 1395597; 9;2022;1473;44823; 5;2005;1265;17; 1;1;1;19; 535;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1359;1415;16
     535  39  1;MZ8;   535;    39;  1; 535;       0; 9;2022;1473;44826;  ;    ;    ;  ;  ; ;2;22; 535;  19;  19;10;1; ;4; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     535  55  1;MZ8;   535;    55;  1; 535;       0; 9;2022;1473;44826;  ;    ;    ;  ;  ; ;2;22; 535;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     535  64  1;MZ8;   535;    64;  1; 535; 1395597; 9;2022;1473;44824; 1;1989;1069;33; 4;1;1;20; 535;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ;1059;1129;30
     535  64  2;MZ8;   535;    64;  2; 535;       0; 9;2022;1473;44826;  ;    ;    ;  ;  ; ;2;22; 535;  19;  19;10;1; ;3; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     535  80  1;MZ8;   535;    80;  1; 535; 1395597; 9;2022;1473;44825; 2;1980; 962;42; 6;1;1;21; 535;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ; 2 37;     ;     ;     ;     ;     ;     ;     ;1;  2;  9;  9;0;   13;     ;1221;1248;27
     535  89  2;MZ8;   535;    89;  2; 535; 1395597; 9;2022;1473;44824; 5;2003;1241;19; 1;1;1;20; 535;  19;  19;10;1; ;1; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   13;     ; 831; 854;23
     535  97  1;MZ8;   535;    97;  1; 535;       0; 9;2022;1473;44826;  ;    ;    ;  ;  ; ;2;22; 535;  19;  19;10;1; ;2; 1304;   ; 1300;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   13;     ;    ;    ;  
     536  13  1;MZ8;   536;    13;  1; 536; 1229860; 9;2022;1473;44824; 8;1972; 872;50; 8;1;1;20; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 46;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ; 959;1030;31
     536  13  3;MZ8;   536;    13;  3; 536; 1229860; 9;2022;1473;44824; 3;2001;1215;21; 2;1;1;20; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;  2;  2;  2;0;   14;     ;1038;1104;26
     536  22  1;MZ8;   536;    22;  1; 536; 1229860; 9;2022;1473;44825; 4;1977; 928;45; 7;1;1;21; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 45;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ; 959;1049;50
     536  31  7;MZ8;   536;    31;  7; 536;       0; 9;2022;1473;44824;  ;    ;    ;  ;  ; ;2;20; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ;     ;     ;     ;     ;     ;     ;     ;     ;0;   ;   ;   ; ;   14;     ;    ;    ;  
     536  39  1;MZ8;   536;    39;  1; 536; 1229860; 9;2022;1473;44823; 5;1976; 917;46; 7;1;1;19; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 39;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1108;1135;27
     536  57  1;MZ8;   536;    57;  1; 536; 1229860; 9;2022;1473;44824; 1;1970; 841;52; 8;1;1;20; 536;  19;  19;10;1; ;1; 1404;   ; 1400;     ;   ; 2 44;     ;     ;     ;     ;     ;     ;     ;1;  2;  2;  2;0;   14;     ;1425;1529;64
